"Notes","Census Region","Census Region Code","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2015","2015","Other bacterial diseases","A30-A49",294,5771337,5.1,4.1
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2015","2015","Renal failure","N17-N19",296,5771337,5.1,4.2
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2016","2016","Other bacterial diseases","A30-A49",318,5778708,5.5,4.4
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2016","2016","Renal failure","N17-N19",321,5778708,5.6,4.4
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2017","2017","Other bacterial diseases","A30-A49",306,5795483,5.3,4.1
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2017","2017","Renal failure","N17-N19",314,5795483,5.4,4.2
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2010","2010","Other bacterial diseases","A30-A49",110,3046355,3.6,2.9
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2010","2010","Renal failure","N17-N19",111,3046355,3.6,3.0
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2011","2011","Other bacterial diseases","A30-A49",116,3062309,3.8,3.0
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2011","2011","Renal failure","N17-N19",118,3062309,3.9,3.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2012","2012","Other bacterial diseases","A30-A49",128,3074186,4.2,3.2
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2012","2012","Renal failure","N17-N19",129,3074186,4.2,3.3
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2013","2013","Other bacterial diseases","A30-A49",125,3090416,4.0,3.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2013","2013","Renal failure","N17-N19",127,3090416,4.1,3.2
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2014","2014","Other bacterial diseases","A30-A49",163,3107126,5.2,4.0
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2014","2014","Renal failure","N17-N19",164,3107126,5.3,4.0
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2015","2015","Other bacterial diseases","A30-A49",149,3123899,4.8,3.7
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2015","2015","Renal failure","N17-N19",149,3123899,4.8,3.7
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2016","2016","Other bacterial diseases","A30-A49",145,3134693,4.6,3.5
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2016","2016","Renal failure","N17-N19",147,3134693,4.7,3.5
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2017","2017","Other bacterial diseases","A30-A49",202,3145711,6.4,4.9
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2017","2017","Renal failure","N17-N19",205,3145711,6.5,5.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2010","2010","Other bacterial diseases","A30-A49",121,2853118,4.2,3.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2010","2010","Renal failure","N17-N19",121,2853118,4.2,3.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2011","2011","Other bacterial diseases","A30-A49",133,2871238,4.6,4.1
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2011","2011","Renal failure","N17-N19",133,2871238,4.6,4.1
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2012","2012","Other bacterial diseases","A30-A49",118,2885905,4.1,3.7
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2012","2012","Renal failure","N17-N19",119,2885905,4.1,3.7
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2013","2013","Other bacterial diseases","A30-A49",136,2893957,4.7,4.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2013","2013","Renal failure","N17-N19",137,2893957,4.7,4.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2014","2014","Other bacterial diseases","A30-A49",108,2904021,3.7,3.2
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2014","2014","Renal failure","N17-N19",111,2904021,3.8,3.2
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2015","2015","Other bacterial diseases","A30-A49",147,2911641,5.0,4.4
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2015","2015","Renal failure","N17-N19",147,2911641,5.0,4.4
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2016","2016","Other bacterial diseases","A30-A49",169,2907289,5.8,4.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2016","2016","Renal failure","N17-N19",170,2907289,5.8,4.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2017","2017","Other bacterial diseases","A30-A49",183,2913123,6.3,5.1
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2017","2017","Renal failure","N17-N19",183,2913123,6.3,5.1
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2010","2010","Other bacterial diseases","A30-A49",204,5303925,3.8,3.4
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2010","2010","Renal failure","N17-N19",207,5303925,3.9,3.5
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2011","2011","Other bacterial diseases","A30-A49",204,5344861,3.8,3.5
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2011","2011","Renal failure","N17-N19",205,5344861,3.8,3.5
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2012","2012","Other bacterial diseases","A30-A49",161,5379139,3.0,2.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2012","2012","Renal failure","N17-N19",162,5379139,3.0,2.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2013","2013","Other bacterial diseases","A30-A49",171,5420380,3.2,2.7
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2013","2013","Renal failure","N17-N19",172,5420380,3.2,2.7
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2014","2014","Other bacterial diseases","A30-A49",178,5457173,3.3,2.8
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2014","2014","Renal failure","N17-N19",181,5457173,3.3,2.8
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2015","2015","Other bacterial diseases","A30-A49",216,5489594,3.9,3.3
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2015","2015","Renal failure","N17-N19",218,5489594,4.0,3.3
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2016","2016","Other bacterial diseases","A30-A49",209,5519952,3.8,3.2
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2016","2016","Renal failure","N17-N19",212,5519952,3.8,3.2
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2017","2017","Other bacterial diseases","A30-A49",208,5576606,3.7,3.0
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2017","2017","Renal failure","N17-N19",213,5576606,3.8,3.1
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2010","2010","Other bacterial diseases","A30-A49",313,5988927,5.2,4.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2010","2010","Renal failure","N17-N19",313,5988927,5.2,4.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2011","2011","Other bacterial diseases","A30-A49",380,6010688,6.3,5.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2011","2011","Renal failure","N17-N19",381,6010688,6.3,5.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2012","2012","Other bacterial diseases","A30-A49",315,6021988,5.2,4.5
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2012","2012","Renal failure","N17-N19",315,6021988,5.2,4.5
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2013","2013","Other bacterial diseases","A30-A49",379,6044171,6.3,5.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2013","2013","Renal failure","N17-N19",382,6044171,6.3,5.4
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2014","2014","Other bacterial diseases","A30-A49",386,6063589,6.4,5.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2014","2014","Renal failure","N17-N19",387,6063589,6.4,5.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2015","2015","Other bacterial diseases","A30-A49",384,6083672,6.3,5.2
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2015","2015","Renal failure","N17-N19",388,6083672,6.4,5.2
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2016","2016","Other bacterial diseases","A30-A49",411,6093000,6.7,5.4
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2016","2016","Renal failure","N17-N19",417,6093000,6.8,5.5
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2017","2017","Other bacterial diseases","A30-A49",413,6113532,6.8,5.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2017","2017","Renal failure","N17-N19",415,6113532,6.8,5.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2010","2010","Other bacterial diseases","A30-A49",72,1826341,3.9,3.5
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2010","2010","Renal failure","N17-N19",71,1826341,3.9,3.5
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2011","2011","Other bacterial diseases","A30-A49",61,1842641,3.3,3.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2011","2011","Renal failure","N17-N19",61,1842641,3.3,3.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2012","2012","Other bacterial diseases","A30-A49",61,1855525,3.3,2.9
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2012","2012","Renal failure","N17-N19",62,1855525,3.3,2.9
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2013","2013","Other bacterial diseases","A30-A49",82,1868516,4.4,3.9
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2013","2013","Renal failure","N17-N19",82,1868516,4.4,3.9
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2014","2014","Other bacterial diseases","A30-A49",79,1881503,4.2,3.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2014","2014","Renal failure","N17-N19",78,1881503,4.1,3.5
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2015","2015","Other bacterial diseases","A30-A49",111,1896190,5.9,5.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2015","2015","Renal failure","N17-N19",111,1896190,5.9,5.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2016","2016","Other bacterial diseases","A30-A49",120,1907116,6.3,5.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2016","2016","Renal failure","N17-N19",120,1907116,6.3,5.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2017","2017","Other bacterial diseases","A30-A49",108,1920076,5.6,4.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2017","2017","Renal failure","N17-N19",109,1920076,5.7,4.6
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2010","2010","Other bacterial diseases","A30-A49",39,672591,5.8,4.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2010","2010","Renal failure","N17-N19",39,672591,5.8,4.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2011","2011","Other bacterial diseases","A30-A49",36,683932,5.3,4.4
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2011","2011","Renal failure","N17-N19",37,683932,5.4,4.5
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2012","2012","Other bacterial diseases","A30-A49",49,699628,7.0,5.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2012","2012","Renal failure","N17-N19",49,699628,7.0,5.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2013","2013","Other bacterial diseases","A30-A49",53,723393,7.3,6.2
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2013","2013","Renal failure","N17-N19",53,723393,7.3,6.2
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2014","2014","Other bacterial diseases","A30-A49",52,739482,7.0,6.1
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2014","2014","Renal failure","N17-N19",51,739482,6.9,6.0
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2015","2015","Other bacterial diseases","A30-A49",59,756927,7.8,6.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2015","2015","Renal failure","N17-N19",60,756927,7.9,6.8
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2016","2016","Other bacterial diseases","A30-A49",46,757952,6.1,5.1
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2016","2016","Renal failure","N17-N19",46,757952,6.1,5.1
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2017","2017","Other bacterial diseases","A30-A49",39,755393,5.2,4.4
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2017","2017","Renal failure","N17-N19",40,755393,5.3,4.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2010","2010","Other bacterial diseases","A30-A49",20,814180,2.5,1.8
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2010","2010","Renal failure","N17-N19",20,814180,2.5,1.8
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2011","2011","Other bacterial diseases","A30-A49",26,824082,3.2,2.6
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2011","2011","Renal failure","N17-N19",26,824082,3.2,2.6
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2012","2012","Other bacterial diseases","A30-A49",34,833354,4.1,3.3
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2012","2012","Renal failure","N17-N19",34,833354,4.1,3.3
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2013","2013","Other bacterial diseases","A30-A49",36,844877,4.3,3.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2013","2013","Renal failure","N17-N19",36,844877,4.3,3.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2014","2014","Other bacterial diseases","A30-A49",48,853175,5.6,4.8
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2014","2014","Renal failure","N17-N19",47,853175,5.5,4.7
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2015","2015","Other bacterial diseases","A30-A49",37,858469,4.3,3.2
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2015","2015","Renal failure","N17-N19",38,858469,4.4,3.3
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2016","2016","Other bacterial diseases","A30-A49",54,865454,6.2,5.4
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2016","2016","Renal failure","N17-N19",54,865454,6.2,5.4
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2017","2017","Other bacterial diseases","A30-A49",52,869666,6.0,5.2
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2017","2017","Renal failure","N17-N19",52,869666,6.0,5.2
,"Census Region 3: South","CENS-R3","Delaware","10","2010","2010","Other bacterial diseases","A30-A49",53,897934,5.9,5.3
,"Census Region 3: South","CENS-R3","Delaware","10","2010","2010","Renal failure","N17-N19",53,897934,5.9,5.3
,"Census Region 3: South","CENS-R3","Delaware","10","2011","2011","Other bacterial diseases","A30-A49",57,907135,6.3,5.5
,"Census Region 3: South","CENS-R3","Delaware","10","2011","2011","Renal failure","N17-N19",57,907135,6.3,5.5
,"Census Region 3: South","CENS-R3","Delaware","10","2012","2012","Other bacterial diseases","A30-A49",58,917092,6.3,5.2
,"Census Region 3: South","CENS-R3","Delaware","10","2012","2012","Renal failure","N17-N19",59,917092,6.4,5.3
,"Census Region 3: South","CENS-R3","Delaware","10","2013","2013","Other bacterial diseases","A30-A49",65,925749,7.0,5.8
,"Census Region 3: South","CENS-R3","Delaware","10","2013","2013","Renal failure","N17-N19",65,925749,7.0,5.8
,"Census Region 3: South","CENS-R3","Delaware","10","2014","2014","Other bacterial diseases","A30-A49",55,935614,5.9,4.9
,"Census Region 3: South","CENS-R3","Delaware","10","2014","2014","Renal failure","N17-N19",56,935614,6.0,5.0
,"Census Region 3: South","CENS-R3","Delaware","10","2015","2015","Other bacterial diseases","A30-A49",64,945934,6.8,5.4
,"Census Region 3: South","CENS-R3","Delaware","10","2015","2015","Renal failure","N17-N19",64,945934,6.8,5.4
,"Census Region 3: South","CENS-R3","Delaware","10","2016","2016","Other bacterial diseases","A30-A49",76,952065,8.0,6.2
,"Census Region 3: South","CENS-R3","Delaware","10","2016","2016","Renal failure","N17-N19",77,952065,8.1,6.3
,"Census Region 3: South","CENS-R3","Delaware","10","2017","2017","Other bacterial diseases","A30-A49",65,961939,6.8,5.2
,"Census Region 3: South","CENS-R3","Delaware","10","2017","2017","Renal failure","N17-N19",66,961939,6.9,5.3
,"Census Region 3: South","CENS-R3","District of Columbia","11","2010","2010","Other bacterial diseases","A30-A49",52,601723,8.6,9.3
,"Census Region 3: South","CENS-R3","District of Columbia","11","2010","2010","Renal failure","N17-N19",52,601723,8.6,9.3
,"Census Region 3: South","CENS-R3","District of Columbia","11","2011","2011","Other bacterial diseases","A30-A49",30,617996,4.9,5.2
,"Census Region 3: South","CENS-R3","District of Columbia","11","2011","2011","Renal failure","N17-N19",30,617996,4.9,5.2
,"Census Region 3: South","CENS-R3","District of Columbia","11","2012","2012","Other bacterial diseases","A30-A49",30,632323,4.7,4.7
,"Census Region 3: South","CENS-R3","District of Columbia","11","2012","2012","Renal failure","N17-N19",31,632323,4.9,4.8
,"Census Region 3: South","CENS-R3","District of Columbia","11","2013","2013","Other bacterial diseases","A30-A49",19,646449,Unreliable,Unreliable
,"Census Region 3: South","CENS-R3","District of Columbia","11","2013","2013","Renal failure","N17-N19",19,646449,Unreliable,Unreliable
,"Census Region 3: South","CENS-R3","District of Columbia","11","2014","2014","Other bacterial diseases","A30-A49",22,658893,3.3,3.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2014","2014","Renal failure","N17-N19",22,658893,3.3,3.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2015","2015","Other bacterial diseases","A30-A49",19,672228,Unreliable,Unreliable
,"Census Region 3: South","CENS-R3","District of Columbia","11","2015","2015","Renal failure","N17-N19",19,672228,Unreliable,Unreliable
,"Census Region 3: South","CENS-R3","District of Columbia","11","2016","2016","Other bacterial diseases","A30-A49",22,681170,3.2,3.3
,"Census Region 3: South","CENS-R3","District of Columbia","11","2016","2016","Renal failure","N17-N19",22,681170,3.2,3.3
,"Census Region 3: South","CENS-R3","District of Columbia","11","2017","2017","Other bacterial diseases","A30-A49",23,693972,3.3,3.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2017","2017","Renal failure","N17-N19",23,693972,3.3,3.5
,"Census Region 3: South","CENS-R3","Florida","12","2010","2010","Other bacterial diseases","A30-A49",735,18801310,3.9,2.9
,"Census Region 3: South","CENS-R3","Florida","12","2010","2010","Renal failure","N17-N19",739,18801310,3.9,2.9
,"Census Region 3: South","CENS-R3","Florida","12","2011","2011","Other bacterial diseases","A30-A49",771,19057542,4.0,2.9
,"Census Region 3: South","CENS-R3","Florida","12","2011","2011","Renal failure","N17-N19",773,19057542,4.1,3.0
,"Census Region 3: South","CENS-R3","Florida","12","2012","2012","Other bacterial diseases","A30-A49",794,19317568,4.1,3.0
,"Census Region 3: South","CENS-R3","Florida","12","2012","2012","Renal failure","N17-N19",795,19317568,4.1,3.0
,"Census Region 3: South","CENS-R3","Florida","12","2013","2013","Other bacterial diseases","A30-A49",846,19552860,4.3,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2013","2013","Renal failure","N17-N19",847,19552860,4.3,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2014","2014","Other bacterial diseases","A30-A49",862,19893297,4.3,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2014","2014","Renal failure","N17-N19",868,19893297,4.4,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2015","2015","Other bacterial diseases","A30-A49",908,20271272,4.5,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2015","2015","Renal failure","N17-N19",913,20271272,4.5,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2016","2016","Other bacterial diseases","A30-A49",933,20612439,4.5,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2016","2016","Renal failure","N17-N19",940,20612439,4.6,3.1
,"Census Region 3: South","CENS-R3","Florida","12","2017","2017","Other bacterial diseases","A30-A49",973,20984400,4.6,3.2
,"Census Region 3: South","CENS-R3","Florida","12","2017","2017","Renal failure","N17-N19",982,20984400,4.7,3.2
,"Census Region 3: South","CENS-R3","Georgia","13","2010","2010","Other bacterial diseases","A30-A49",439,9687653,4.5,5.3
,"Census Region 3: South","CENS-R3","Georgia","13","2010","2010","Renal failure","N17-N19",440,9687653,4.5,5.3
,"Census Region 3: South","CENS-R3","Georgia","13","2011","2011","Other bacterial diseases","A30-A49",451,9815210,4.6,5.2
,"Census Region 3: South","CENS-R3","Georgia","13","2011","2011","Renal failure","N17-N19",452,9815210,4.6,5.2
,"Census Region 3: South","CENS-R3","Georgia","13","2012","2012","Other bacterial diseases","A30-A49",411,9919945,4.1,4.5
,"Census Region 3: South","CENS-R3","Georgia","13","2012","2012","Renal failure","N17-N19",412,9919945,4.2,4.5
,"Census Region 3: South","CENS-R3","Georgia","13","2013","2013","Other bacterial diseases","A30-A49",415,9992167,4.2,4.3
,"Census Region 3: South","CENS-R3","Georgia","13","2013","2013","Renal failure","N17-N19",415,9992167,4.2,4.3
,"Census Region 3: South","CENS-R3","Georgia","13","2014","2014","Other bacterial diseases","A30-A49",397,10097343,3.9,4.0
,"Census Region 3: South","CENS-R3","Georgia","13","2014","2014","Renal failure","N17-N19",397,10097343,3.9,4.0
,"Census Region 3: South","CENS-R3","Georgia","13","2015","2015","Other bacterial diseases","A30-A49",372,10214860,3.6,3.7
,"Census Region 3: South","CENS-R3","Georgia","13","2015","2015","Renal failure","N17-N19",372,10214860,3.6,3.7
,"Census Region 3: South","CENS-R3","Georgia","13","2016","2016","Other bacterial diseases","A30-A49",381,10310371,3.7,3.6
,"Census Region 3: South","CENS-R3","Georgia","13","2016","2016","Renal failure","N17-N19",381,10310371,3.7,3.6
,"Census Region 3: South","CENS-R3","Georgia","13","2017","2017","Other bacterial diseases","A30-A49",417,10429379,4.0,3.9
,"Census Region 3: South","CENS-R3","Georgia","13","2017","2017","Renal failure","N17-N19",419,10429379,4.0,3.9
,"Census Region 3: South","CENS-R3","Maryland","24","2010","2010","Other bacterial diseases","A30-A49",336,5773552,5.8,5.6
,"Census Region 3: South","CENS-R3","Maryland","24","2010","2010","Renal failure","N17-N19",336,5773552,5.8,5.6
,"Census Region 3: South","CENS-R3","Maryland","24","2011","2011","Other bacterial diseases","A30-A49",290,5828289,5.0,4.8
,"Census Region 3: South","CENS-R3","Maryland","24","2011","2011","Renal failure","N17-N19",290,5828289,5.0,4.8
,"Census Region 3: South","CENS-R3","Maryland","24","2012","2012","Other bacterial diseases","A30-A49",261,5884563,4.4,4.2
,"Census Region 3: South","CENS-R3","Maryland","24","2012","2012","Renal failure","N17-N19",261,5884563,4.4,4.2
,"Census Region 3: South","CENS-R3","Maryland","24","2013","2013","Other bacterial diseases","A30-A49",303,5928814,5.1,4.7
,"Census Region 3: South","CENS-R3","Maryland","24","2013","2013","Renal failure","N17-N19",301,5928814,5.1,4.7
,"Census Region 3: South","CENS-R3","Maryland","24","2014","2014","Other bacterial diseases","A30-A49",240,5976407,4.0,3.7
,"Census Region 3: South","CENS-R3","Maryland","24","2014","2014","Renal failure","N17-N19",241,5976407,4.0,3.7
,"Census Region 3: South","CENS-R3","Maryland","24","2015","2015","Other bacterial diseases","A30-A49",265,6006401,4.4,3.9
,"Census Region 3: South","CENS-R3","Maryland","24","2015","2015","Renal failure","N17-N19",266,6006401,4.4,3.9
,"Census Region 3: South","CENS-R3","Maryland","24","2016","2016","Other bacterial diseases","A30-A49",240,6016447,4.0,3.5
,"Census Region 3: South","CENS-R3","Maryland","24","2016","2016","Renal failure","N17-N19",241,6016447,4.0,3.6
,"Census Region 3: South","CENS-R3","Maryland","24","2017","2017","Other bacterial diseases","A30-A49",236,6052177,3.9,3.3
,"Census Region 3: South","CENS-R3","Maryland","24","2017","2017","Renal failure","N17-N19",236,6052177,3.9,3.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2010","2010","Other bacterial diseases","A30-A49",598,9535483,6.3,6.1
,"Census Region 3: South","CENS-R3","North Carolina","37","2010","2010","Renal failure","N17-N19",600,9535483,6.3,6.2
,"Census Region 3: South","CENS-R3","North Carolina","37","2011","2011","Other bacterial diseases","A30-A49",639,9656401,6.6,6.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2011","2011","Renal failure","N17-N19",638,9656401,6.6,6.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2012","2012","Other bacterial diseases","A30-A49",686,9752073,7.0,6.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2012","2012","Renal failure","N17-N19",687,9752073,7.0,6.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2013","2013","Other bacterial diseases","A30-A49",646,9848060,6.6,5.9
,"Census Region 3: South","CENS-R3","North Carolina","37","2013","2013","Renal failure","N17-N19",653,9848060,6.6,6.0
,"Census Region 3: South","CENS-R3","North Carolina","37","2014","2014","Other bacterial diseases","A30-A49",719,9943964,7.2,6.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2014","2014","Renal failure","N17-N19",723,9943964,7.3,6.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2015","2015","Other bacterial diseases","A30-A49",673,10042802,6.7,6.0
,"Census Region 3: South","CENS-R3","North Carolina","37","2015","2015","Renal failure","N17-N19",675,10042802,6.7,6.0
,"Census Region 3: South","CENS-R3","North Carolina","37","2016","2016","Other bacterial diseases","A30-A49",660,10146788,6.5,5.6
,"Census Region 3: South","CENS-R3","North Carolina","37","2016","2016","Renal failure","N17-N19",665,10146788,6.6,5.7
,"Census Region 3: South","CENS-R3","North Carolina","37","2017","2017","Other bacterial diseases","A30-A49",639,10273419,6.2,5.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2017","2017","Renal failure","N17-N19",640,10273419,6.2,5.3
,"Census Region 3: South","CENS-R3","South Carolina","45","2010","2010","Other bacterial diseases","A30-A49",327,4625364,7.1,6.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2010","2010","Renal failure","N17-N19",329,4625364,7.1,6.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2011","2011","Other bacterial diseases","A30-A49",302,4679230,6.5,6.0
,"Census Region 3: South","CENS-R3","South Carolina","45","2011","2011","Renal failure","N17-N19",303,4679230,6.5,6.0
,"Census Region 3: South","CENS-R3","South Carolina","45","2012","2012","Other bacterial diseases","A30-A49",342,4723723,7.2,6.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2012","2012","Renal failure","N17-N19",346,4723723,7.3,6.6
,"Census Region 3: South","CENS-R3","South Carolina","45","2013","2013","Other bacterial diseases","A30-A49",387,4774839,8.1,7.2
,"Census Region 3: South","CENS-R3","South Carolina","45","2013","2013","Renal failure","N17-N19",396,4774839,8.3,7.4
,"Census Region 3: South","CENS-R3","South Carolina","45","2014","2014","Other bacterial diseases","A30-A49",409,4832482,8.5,7.3
,"Census Region 3: South","CENS-R3","South Carolina","45","2014","2014","Renal failure","N17-N19",416,4832482,8.6,7.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2015","2015","Other bacterial diseases","A30-A49",472,4896146,9.6,8.2
,"Census Region 3: South","CENS-R3","South Carolina","45","2015","2015","Renal failure","N17-N19",482,4896146,9.8,8.4
,"Census Region 3: South","CENS-R3","South Carolina","45","2016","2016","Other bacterial diseases","A30-A49",474,4961119,9.6,7.9
,"Census Region 3: South","CENS-R3","South Carolina","45","2016","2016","Renal failure","N17-N19",501,4961119,10.1,8.4
