"Notes","Census Region","Census Region Code","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 3: South","CENS-R3","South Carolina","45","2017","2017","Other bacterial diseases","A30-A49",481,5024369,9.6,7.8
,"Census Region 3: South","CENS-R3","South Carolina","45","2017","2017","Renal failure","N17-N19",510,5024369,10.2,8.3
,"Census Region 3: South","CENS-R3","Virginia","51","2010","2010","Other bacterial diseases","A30-A49",417,8001024,5.2,5.3
,"Census Region 3: South","CENS-R3","Virginia","51","2010","2010","Renal failure","N17-N19",415,8001024,5.2,5.2
,"Census Region 3: South","CENS-R3","Virginia","51","2011","2011","Other bacterial diseases","A30-A49",378,8096604,4.7,4.7
,"Census Region 3: South","CENS-R3","Virginia","51","2011","2011","Renal failure","N17-N19",379,8096604,4.7,4.7
,"Census Region 3: South","CENS-R3","Virginia","51","2012","2012","Other bacterial diseases","A30-A49",368,8185867,4.5,4.4
,"Census Region 3: South","CENS-R3","Virginia","51","2012","2012","Renal failure","N17-N19",369,8185867,4.5,4.4
,"Census Region 3: South","CENS-R3","Virginia","51","2013","2013","Other bacterial diseases","A30-A49",425,8260405,5.1,4.9
,"Census Region 3: South","CENS-R3","Virginia","51","2013","2013","Renal failure","N17-N19",424,8260405,5.1,4.9
,"Census Region 3: South","CENS-R3","Virginia","51","2014","2014","Other bacterial diseases","A30-A49",377,8326289,4.5,4.3
,"Census Region 3: South","CENS-R3","Virginia","51","2014","2014","Renal failure","N17-N19",377,8326289,4.5,4.3
,"Census Region 3: South","CENS-R3","Virginia","51","2015","2015","Other bacterial diseases","A30-A49",477,8382993,5.7,5.2
,"Census Region 3: South","CENS-R3","Virginia","51","2015","2015","Renal failure","N17-N19",480,8382993,5.7,5.3
,"Census Region 3: South","CENS-R3","Virginia","51","2016","2016","Other bacterial diseases","A30-A49",402,8411808,4.8,4.3
,"Census Region 3: South","CENS-R3","Virginia","51","2016","2016","Renal failure","N17-N19",403,8411808,4.8,4.3
,"Census Region 3: South","CENS-R3","Virginia","51","2017","2017","Other bacterial diseases","A30-A49",409,8470020,4.8,4.2
,"Census Region 3: South","CENS-R3","Virginia","51","2017","2017","Renal failure","N17-N19",410,8470020,4.8,4.2
,"Census Region 3: South","CENS-R3","West Virginia","54","2010","2010","Other bacterial diseases","A30-A49",105,1852994,5.7,4.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2010","2010","Renal failure","N17-N19",105,1852994,5.7,4.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2011","2011","Other bacterial diseases","A30-A49",129,1855364,7.0,5.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2011","2011","Renal failure","N17-N19",129,1855364,7.0,5.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2012","2012","Other bacterial diseases","A30-A49",139,1855413,7.5,5.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2012","2012","Renal failure","N17-N19",139,1855413,7.5,5.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2013","2013","Other bacterial diseases","A30-A49",115,1854304,6.2,4.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2013","2013","Renal failure","N17-N19",115,1854304,6.2,4.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2014","2014","Other bacterial diseases","A30-A49",165,1850326,8.9,6.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2014","2014","Renal failure","N17-N19",166,1850326,9.0,6.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2015","2015","Other bacterial diseases","A30-A49",168,1844128,9.1,6.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2015","2015","Renal failure","N17-N19",168,1844128,9.1,6.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2016","2016","Other bacterial diseases","A30-A49",158,1831102,8.6,6.5
,"Census Region 3: South","CENS-R3","West Virginia","54","2016","2016","Renal failure","N17-N19",159,1831102,8.7,6.5
,"Census Region 3: South","CENS-R3","West Virginia","54","2017","2017","Other bacterial diseases","A30-A49",127,1815857,7.0,5.0
,"Census Region 3: South","CENS-R3","West Virginia","54","2017","2017","Renal failure","N17-N19",128,1815857,7.0,5.0
,"Census Region 3: South","CENS-R3","Alabama","01","2010","2010","Other bacterial diseases","A30-A49",320,4779736,6.7,6.2
,"Census Region 3: South","CENS-R3","Alabama","01","2010","2010","Renal failure","N17-N19",319,4779736,6.7,6.2
,"Census Region 3: South","CENS-R3","Alabama","01","2011","2011","Other bacterial diseases","A30-A49",335,4802740,7.0,6.3
,"Census Region 3: South","CENS-R3","Alabama","01","2011","2011","Renal failure","N17-N19",336,4802740,7.0,6.4
,"Census Region 3: South","CENS-R3","Alabama","01","2012","2012","Other bacterial diseases","A30-A49",324,4822023,6.7,6.1
,"Census Region 3: South","CENS-R3","Alabama","01","2012","2012","Renal failure","N17-N19",327,4822023,6.8,6.1
,"Census Region 3: South","CENS-R3","Alabama","01","2013","2013","Other bacterial diseases","A30-A49",301,4833722,6.2,5.5
,"Census Region 3: South","CENS-R3","Alabama","01","2013","2013","Renal failure","N17-N19",302,4833722,6.2,5.5
,"Census Region 3: South","CENS-R3","Alabama","01","2014","2014","Other bacterial diseases","A30-A49",288,4849377,5.9,5.0
,"Census Region 3: South","CENS-R3","Alabama","01","2014","2014","Renal failure","N17-N19",291,4849377,6.0,5.1
,"Census Region 3: South","CENS-R3","Alabama","01","2015","2015","Other bacterial diseases","A30-A49",302,4858979,6.2,5.2
,"Census Region 3: South","CENS-R3","Alabama","01","2015","2015","Renal failure","N17-N19",303,4858979,6.2,5.2
,"Census Region 3: South","CENS-R3","Alabama","01","2016","2016","Other bacterial diseases","A30-A49",281,4863300,5.8,4.8
,"Census Region 3: South","CENS-R3","Alabama","01","2016","2016","Renal failure","N17-N19",281,4863300,5.8,4.8
,"Census Region 3: South","CENS-R3","Alabama","01","2017","2017","Other bacterial diseases","A30-A49",285,4874747,5.8,4.8
,"Census Region 3: South","CENS-R3","Alabama","01","2017","2017","Renal failure","N17-N19",289,4874747,5.9,4.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2010","2010","Other bacterial diseases","A30-A49",356,4339367,8.2,7.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2010","2010","Renal failure","N17-N19",356,4339367,8.2,7.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2011","2011","Other bacterial diseases","A30-A49",364,4369356,8.3,7.7
,"Census Region 3: South","CENS-R3","Kentucky","21","2011","2011","Renal failure","N17-N19",367,4369356,8.4,7.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2012","2012","Other bacterial diseases","A30-A49",357,4380415,8.1,7.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2012","2012","Renal failure","N17-N19",358,4380415,8.2,7.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2013","2013","Other bacterial diseases","A30-A49",295,4395295,6.7,5.9
,"Census Region 3: South","CENS-R3","Kentucky","21","2013","2013","Renal failure","N17-N19",296,4395295,6.7,6.0
,"Census Region 3: South","CENS-R3","Kentucky","21","2014","2014","Other bacterial diseases","A30-A49",358,4413457,8.1,7.1
,"Census Region 3: South","CENS-R3","Kentucky","21","2014","2014","Renal failure","N17-N19",359,4413457,8.1,7.1
,"Census Region 3: South","CENS-R3","Kentucky","21","2015","2015","Other bacterial diseases","A30-A49",482,4425092,10.9,9.5
,"Census Region 3: South","CENS-R3","Kentucky","21","2015","2015","Renal failure","N17-N19",487,4425092,11.0,9.6
,"Census Region 3: South","CENS-R3","Kentucky","21","2016","2016","Other bacterial diseases","A30-A49",450,4436974,10.1,8.7
,"Census Region 3: South","CENS-R3","Kentucky","21","2016","2016","Renal failure","N17-N19",457,4436974,10.3,8.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2017","2017","Other bacterial diseases","A30-A49",452,4454189,10.1,8.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2017","2017","Renal failure","N17-N19",463,4454189,10.4,8.6
,"Census Region 3: South","CENS-R3","Mississippi","28","2010","2010","Other bacterial diseases","A30-A49",153,2967297,5.2,5.1
,"Census Region 3: South","CENS-R3","Mississippi","28","2010","2010","Renal failure","N17-N19",154,2967297,5.2,5.2
,"Census Region 3: South","CENS-R3","Mississippi","28","2011","2011","Other bacterial diseases","A30-A49",193,2978512,6.5,6.2
,"Census Region 3: South","CENS-R3","Mississippi","28","2011","2011","Renal failure","N17-N19",196,2978512,6.6,6.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2012","2012","Other bacterial diseases","A30-A49",143,2984926,4.8,4.4
,"Census Region 3: South","CENS-R3","Mississippi","28","2012","2012","Renal failure","N17-N19",143,2984926,4.8,4.4
,"Census Region 3: South","CENS-R3","Mississippi","28","2013","2013","Other bacterial diseases","A30-A49",195,2991207,6.5,6.1
,"Census Region 3: South","CENS-R3","Mississippi","28","2013","2013","Renal failure","N17-N19",196,2991207,6.6,6.1
,"Census Region 3: South","CENS-R3","Mississippi","28","2014","2014","Other bacterial diseases","A30-A49",211,2994079,7.0,6.5
,"Census Region 3: South","CENS-R3","Mississippi","28","2014","2014","Renal failure","N17-N19",213,2994079,7.1,6.6
,"Census Region 3: South","CENS-R3","Mississippi","28","2015","2015","Other bacterial diseases","A30-A49",227,2992333,7.6,6.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2015","2015","Renal failure","N17-N19",228,2992333,7.6,6.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2016","2016","Other bacterial diseases","A30-A49",177,2988726,5.9,5.2
,"Census Region 3: South","CENS-R3","Mississippi","28","2016","2016","Renal failure","N17-N19",178,2988726,6.0,5.2
,"Census Region 3: South","CENS-R3","Mississippi","28","2017","2017","Other bacterial diseases","A30-A49",202,2984100,6.8,5.9
,"Census Region 3: South","CENS-R3","Mississippi","28","2017","2017","Renal failure","N17-N19",202,2984100,6.8,5.9
,"Census Region 3: South","CENS-R3","Tennessee","47","2010","2010","Other bacterial diseases","A30-A49",455,6346105,7.2,6.7
,"Census Region 3: South","CENS-R3","Tennessee","47","2010","2010","Renal failure","N17-N19",458,6346105,7.2,6.8
,"Census Region 3: South","CENS-R3","Tennessee","47","2011","2011","Other bacterial diseases","A30-A49",450,6403353,7.0,6.5
,"Census Region 3: South","CENS-R3","Tennessee","47","2011","2011","Renal failure","N17-N19",453,6403353,7.1,6.6
,"Census Region 3: South","CENS-R3","Tennessee","47","2012","2012","Other bacterial diseases","A30-A49",439,6456243,6.8,6.2
,"Census Region 3: South","CENS-R3","Tennessee","47","2012","2012","Renal failure","N17-N19",437,6456243,6.8,6.2
,"Census Region 3: South","CENS-R3","Tennessee","47","2013","2013","Other bacterial diseases","A30-A49",407,6495978,6.3,5.7
,"Census Region 3: South","CENS-R3","Tennessee","47","2013","2013","Renal failure","N17-N19",409,6495978,6.3,5.7
,"Census Region 3: South","CENS-R3","Tennessee","47","2014","2014","Other bacterial diseases","A30-A49",405,6549352,6.2,5.5
,"Census Region 3: South","CENS-R3","Tennessee","47","2014","2014","Renal failure","N17-N19",405,6549352,6.2,5.5
,"Census Region 3: South","CENS-R3","Tennessee","47","2015","2015","Other bacterial diseases","A30-A49",402,6600299,6.1,5.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2015","2015","Renal failure","N17-N19",408,6600299,6.2,5.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2016","2016","Other bacterial diseases","A30-A49",421,6651194,6.3,5.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2016","2016","Renal failure","N17-N19",423,6651194,6.4,5.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2017","2017","Other bacterial diseases","A30-A49",409,6715984,6.1,5.1
,"Census Region 3: South","CENS-R3","Tennessee","47","2017","2017","Renal failure","N17-N19",410,6715984,6.1,5.1
,"Census Region 3: South","CENS-R3","Arkansas","05","2010","2010","Other bacterial diseases","A30-A49",151,2915918,5.2,4.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2010","2010","Renal failure","N17-N19",151,2915918,5.2,4.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2011","2011","Other bacterial diseases","A30-A49",169,2937979,5.8,5.0
,"Census Region 3: South","CENS-R3","Arkansas","05","2011","2011","Renal failure","N17-N19",169,2937979,5.8,5.0
,"Census Region 3: South","CENS-R3","Arkansas","05","2012","2012","Other bacterial diseases","A30-A49",196,2949131,6.6,5.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2012","2012","Renal failure","N17-N19",197,2949131,6.7,5.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2013","2013","Other bacterial diseases","A30-A49",241,2959373,8.1,7.0
,"Census Region 3: South","CENS-R3","Arkansas","05","2013","2013","Renal failure","N17-N19",243,2959373,8.2,7.0
,"Census Region 3: South","CENS-R3","Arkansas","05","2014","2014","Other bacterial diseases","A30-A49",227,2966369,7.7,6.5
,"Census Region 3: South","CENS-R3","Arkansas","05","2014","2014","Renal failure","N17-N19",228,2966369,7.7,6.5
,"Census Region 3: South","CENS-R3","Arkansas","05","2015","2015","Other bacterial diseases","A30-A49",258,2978204,8.7,7.3
,"Census Region 3: South","CENS-R3","Arkansas","05","2015","2015","Renal failure","N17-N19",259,2978204,8.7,7.3
,"Census Region 3: South","CENS-R3","Arkansas","05","2016","2016","Other bacterial diseases","A30-A49",265,2988248,8.9,7.4
,"Census Region 3: South","CENS-R3","Arkansas","05","2016","2016","Renal failure","N17-N19",265,2988248,8.9,7.4
,"Census Region 3: South","CENS-R3","Arkansas","05","2017","2017","Other bacterial diseases","A30-A49",251,3004279,8.4,6.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2017","2017","Renal failure","N17-N19",259,3004279,8.6,7.0
,"Census Region 3: South","CENS-R3","Louisiana","22","2010","2010","Other bacterial diseases","A30-A49",226,4533372,5.0,5.1
,"Census Region 3: South","CENS-R3","Louisiana","22","2010","2010","Renal failure","N17-N19",228,4533372,5.0,5.1
,"Census Region 3: South","CENS-R3","Louisiana","22","2011","2011","Other bacterial diseases","A30-A49",223,4574836,4.9,4.8
,"Census Region 3: South","CENS-R3","Louisiana","22","2011","2011","Renal failure","N17-N19",223,4574836,4.9,4.8
,"Census Region 3: South","CENS-R3","Louisiana","22","2012","2012","Other bacterial diseases","A30-A49",186,4601893,4.0,3.9
,"Census Region 3: South","CENS-R3","Louisiana","22","2012","2012","Renal failure","N17-N19",186,4601893,4.0,3.9
,"Census Region 3: South","CENS-R3","Louisiana","22","2013","2013","Other bacterial diseases","A30-A49",220,4625470,4.8,4.6
,"Census Region 3: South","CENS-R3","Louisiana","22","2013","2013","Renal failure","N17-N19",220,4625470,4.8,4.6
,"Census Region 3: South","CENS-R3","Louisiana","22","2014","2014","Other bacterial diseases","A30-A49",213,4649676,4.6,4.4
,"Census Region 3: South","CENS-R3","Louisiana","22","2014","2014","Renal failure","N17-N19",213,4649676,4.6,4.4
,"Census Region 3: South","CENS-R3","Louisiana","22","2015","2015","Other bacterial diseases","A30-A49",205,4670724,4.4,4.1
,"Census Region 3: South","CENS-R3","Louisiana","22","2015","2015","Renal failure","N17-N19",205,4670724,4.4,4.1
,"Census Region 3: South","CENS-R3","Louisiana","22","2016","2016","Other bacterial diseases","A30-A49",202,4681666,4.3,3.9
,"Census Region 3: South","CENS-R3","Louisiana","22","2016","2016","Renal failure","N17-N19",204,4681666,4.4,3.9
,"Census Region 3: South","CENS-R3","Louisiana","22","2017","2017","Other bacterial diseases","A30-A49",233,4684333,5.0,4.5
,"Census Region 3: South","CENS-R3","Louisiana","22","2017","2017","Renal failure","N17-N19",234,4684333,5.0,4.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2010","2010","Other bacterial diseases","A30-A49",261,3751351,7.0,6.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2010","2010","Renal failure","N17-N19",262,3751351,7.0,6.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2011","2011","Other bacterial diseases","A30-A49",236,3791508,6.2,5.6
,"Census Region 3: South","CENS-R3","Oklahoma","40","2011","2011","Renal failure","N17-N19",236,3791508,6.2,5.6
,"Census Region 3: South","CENS-R3","Oklahoma","40","2012","2012","Other bacterial diseases","A30-A49",275,3814820,7.2,6.7
,"Census Region 3: South","CENS-R3","Oklahoma","40","2012","2012","Renal failure","N17-N19",277,3814820,7.3,6.7
,"Census Region 3: South","CENS-R3","Oklahoma","40","2013","2013","Other bacterial diseases","A30-A49",298,3850568,7.7,6.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2013","2013","Renal failure","N17-N19",299,3850568,7.8,6.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2014","2014","Other bacterial diseases","A30-A49",255,3878051,6.6,5.8
,"Census Region 3: South","CENS-R3","Oklahoma","40","2014","2014","Renal failure","N17-N19",259,3878051,6.7,5.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2015","2015","Other bacterial diseases","A30-A49",225,3911338,5.8,5.1
,"Census Region 3: South","CENS-R3","Oklahoma","40","2015","2015","Renal failure","N17-N19",226,3911338,5.8,5.2
,"Census Region 3: South","CENS-R3","Oklahoma","40","2016","2016","Other bacterial diseases","A30-A49",261,3923561,6.7,5.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2016","2016","Renal failure","N17-N19",263,3923561,6.7,5.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2017","2017","Other bacterial diseases","A30-A49",242,3930864,6.2,5.4
,"Census Region 3: South","CENS-R3","Oklahoma","40","2017","2017","Renal failure","N17-N19",247,3930864,6.3,5.5
,"Census Region 3: South","CENS-R3","Texas","48","2010","2010","Other bacterial diseases","A30-A49",1527,25145561,6.1,7.1
,"Census Region 3: South","CENS-R3","Texas","48","2010","2010","Renal failure","N17-N19",1540,25145561,6.1,7.2
,"Census Region 3: South","CENS-R3","Texas","48","2011","2011","Other bacterial diseases","A30-A49",1453,25674681,5.7,6.6
,"Census Region 3: South","CENS-R3","Texas","48","2011","2011","Renal failure","N17-N19",1468,25674681,5.7,6.7
,"Census Region 3: South","CENS-R3","Texas","48","2012","2012","Other bacterial diseases","A30-A49",1500,26059203,5.8,6.5
,"Census Region 3: South","CENS-R3","Texas","48","2012","2012","Renal failure","N17-N19",1519,26059203,5.8,6.6
,"Census Region 3: South","CENS-R3","Texas","48","2013","2013","Other bacterial diseases","A30-A49",1836,26448193,6.9,7.7
,"Census Region 3: South","CENS-R3","Texas","48","2013","2013","Renal failure","N17-N19",1851,26448193,7.0,7.8
,"Census Region 3: South","CENS-R3","Texas","48","2014","2014","Other bacterial diseases","A30-A49",2155,26956958,8.0,8.7
,"Census Region 3: South","CENS-R3","Texas","48","2014","2014","Renal failure","N17-N19",2191,26956958,8.1,8.9
,"Census Region 3: South","CENS-R3","Texas","48","2015","2015","Other bacterial diseases","A30-A49",2438,27469114,8.9,9.6
,"Census Region 3: South","CENS-R3","Texas","48","2015","2015","Renal failure","N17-N19",2489,27469114,9.1,9.7
,"Census Region 3: South","CENS-R3","Texas","48","2016","2016","Other bacterial diseases","A30-A49",2380,27862596,8.5,8.9
,"Census Region 3: South","CENS-R3","Texas","48","2016","2016","Renal failure","N17-N19",2452,27862596,8.8,9.2
,"Census Region 3: South","CENS-R3","Texas","48","2017","2017","Other bacterial diseases","A30-A49",2552,28304596,9.0,9.5
,"Census Region 3: South","CENS-R3","Texas","48","2017","2017","Renal failure","N17-N19",2636,28304596,9.3,9.7
,"Census Region 4: West","CENS-R4","Arizona","04","2010","2010","Other bacterial diseases","A30-A49",273,6392017,4.3,4.0
,"Census Region 4: West","CENS-R4","Arizona","04","2010","2010","Renal failure","N17-N19",277,6392017,4.3,4.1
,"Census Region 4: West","CENS-R4","Arizona","04","2011","2011","Other bacterial diseases","A30-A49",270,6482505,4.2,3.8
,"Census Region 4: West","CENS-R4","Arizona","04","2011","2011","Renal failure","N17-N19",278,6482505,4.3,3.9
,"Census Region 4: West","CENS-R4","Arizona","04","2012","2012","Other bacterial diseases","A30-A49",247,6553255,3.8,3.4
,"Census Region 4: West","CENS-R4","Arizona","04","2012","2012","Renal failure","N17-N19",247,6553255,3.8,3.4
,"Census Region 4: West","CENS-R4","Arizona","04","2013","2013","Other bacterial diseases","A30-A49",317,6626624,4.8,4.3
,"Census Region 4: West","CENS-R4","Arizona","04","2013","2013","Renal failure","N17-N19",324,6626624,4.9,4.4
,"Census Region 4: West","CENS-R4","Arizona","04","2014","2014","Other bacterial diseases","A30-A49",345,6731484,5.1,4.4
,"Census Region 4: West","CENS-R4","Arizona","04","2014","2014","Renal failure","N17-N19",347,6731484,5.2,4.4
,"Census Region 4: West","CENS-R4","Arizona","04","2015","2015","Other bacterial diseases","A30-A49",409,6828065,6.0,5.0
,"Census Region 4: West","CENS-R4","Arizona","04","2015","2015","Renal failure","N17-N19",409,6828065,6.0,5.0
,"Census Region 4: West","CENS-R4","Arizona","04","2016","2016","Other bacterial diseases","A30-A49",403,6931071,5.8,4.7
,"Census Region 4: West","CENS-R4","Arizona","04","2016","2016","Renal failure","N17-N19",409,6931071,5.9,4.8
,"Census Region 4: West","CENS-R4","Arizona","04","2017","2017","Other bacterial diseases","A30-A49",335,7016270,4.8,3.9
,"Census Region 4: West","CENS-R4","Arizona","04","2017","2017","Renal failure","N17-N19",335,7016270,4.8,3.9
,"Census Region 4: West","CENS-R4","Colorado","08","2010","2010","Other bacterial diseases","A30-A49",95,5029196,1.9,2.1
,"Census Region 4: West","CENS-R4","Colorado","08","2010","2010","Renal failure","N17-N19",95,5029196,1.9,2.1
,"Census Region 4: West","CENS-R4","Colorado","08","2011","2011","Other bacterial diseases","A30-A49",97,5116796,1.9,2.0
,"Census Region 4: West","CENS-R4","Colorado","08","2011","2011","Renal failure","N17-N19",97,5116796,1.9,2.0
,"Census Region 4: West","CENS-R4","Colorado","08","2012","2012","Other bacterial diseases","A30-A49",87,5187582,1.7,1.7
,"Census Region 4: West","CENS-R4","Colorado","08","2012","2012","Renal failure","N17-N19",87,5187582,1.7,1.7
,"Census Region 4: West","CENS-R4","Colorado","08","2013","2013","Other bacterial diseases","A30-A49",115,5268367,2.2,2.3
,"Census Region 4: West","CENS-R4","Colorado","08","2013","2013","Renal failure","N17-N19",115,5268367,2.2,2.3
,"Census Region 4: West","CENS-R4","Colorado","08","2014","2014","Other bacterial diseases","A30-A49",142,5355866,2.7,2.6
,"Census Region 4: West","CENS-R4","Colorado","08","2014","2014","Renal failure","N17-N19",142,5355866,2.7,2.6
,"Census Region 4: West","CENS-R4","Colorado","08","2015","2015","Other bacterial diseases","A30-A49",135,5456574,2.5,2.5
,"Census Region 4: West","CENS-R4","Colorado","08","2015","2015","Renal failure","N17-N19",135,5456574,2.5,2.5
,"Census Region 4: West","CENS-R4","Colorado","08","2016","2016","Other bacterial diseases","A30-A49",171,5540545,3.1,3.0
,"Census Region 4: West","CENS-R4","Colorado","08","2016","2016","Renal failure","N17-N19",172,5540545,3.1,3.0
,"Census Region 4: West","CENS-R4","Colorado","08","2017","2017","Other bacterial diseases","A30-A49",233,5607154,4.2,3.9
,"Census Region 4: West","CENS-R4","Colorado","08","2017","2017","Renal failure","N17-N19",237,5607154,4.2,4.0
,"Census Region 4: West","CENS-R4","Idaho","16","2010","2010","Other bacterial diseases","A30-A49",44,1567582,2.8,2.8
,"Census Region 4: West","CENS-R4","Idaho","16","2010","2010","Renal failure","N17-N19",44,1567582,2.8,2.9
,"Census Region 4: West","CENS-R4","Idaho","16","2011","2011","Other bacterial diseases","A30-A49",59,1584985,3.7,3.6
,"Census Region 4: West","CENS-R4","Idaho","16","2011","2011","Renal failure","N17-N19",60,1584985,3.8,3.7
,"Census Region 4: West","CENS-R4","Idaho","16","2012","2012","Other bacterial diseases","A30-A49",60,1595728,3.8,3.6
,"Census Region 4: West","CENS-R4","Idaho","16","2012","2012","Renal failure","N17-N19",61,1595728,3.8,3.7
,"Census Region 4: West","CENS-R4","Idaho","16","2013","2013","Other bacterial diseases","A30-A49",60,1612136,3.7,3.4
,"Census Region 4: West","CENS-R4","Idaho","16","2013","2013","Renal failure","N17-N19",62,1612136,3.8,3.6
,"Census Region 4: West","CENS-R4","Idaho","16","2014","2014","Other bacterial diseases","A30-A49",61,1634464,3.7,3.5
,"Census Region 4: West","CENS-R4","Idaho","16","2014","2014","Renal failure","N17-N19",61,1634464,3.7,3.5
,"Census Region 4: West","CENS-R4","Idaho","16","2015","2015","Other bacterial diseases","A30-A49",60,1654930,3.6,3.4
,"Census Region 4: West","CENS-R4","Idaho","16","2015","2015","Renal failure","N17-N19",63,1654930,3.8,3.5
,"Census Region 4: West","CENS-R4","Idaho","16","2016","2016","Other bacterial diseases","A30-A49",52,1683140,3.1,2.7
,"Census Region 4: West","CENS-R4","Idaho","16","2016","2016","Renal failure","N17-N19",55,1683140,3.3,2.8
,"Census Region 4: West","CENS-R4","Idaho","16","2017","2017","Other bacterial diseases","A30-A49",72,1716943,4.2,3.7
,"Census Region 4: West","CENS-R4","Idaho","16","2017","2017","Renal failure","N17-N19",77,1716943,4.5,4.0
,"Census Region 4: West","CENS-R4","Montana","30","2010","2010","Other bacterial diseases","A30-A49",31,989415,3.1,2.6
,"Census Region 4: West","CENS-R4","Montana","30","2010","2010","Renal failure","N17-N19",32,989415,3.2,2.7
,"Census Region 4: West","CENS-R4","Montana","30","2011","2011","Other bacterial diseases","A30-A49",32,998199,3.2,2.7
,"Census Region 4: West","CENS-R4","Montana","30","2011","2011","Renal failure","N17-N19",32,998199,3.2,2.7
,"Census Region 4: West","CENS-R4","Montana","30","2012","2012","Other bacterial diseases","A30-A49",34,1005141,3.4,2.7
,"Census Region 4: West","CENS-R4","Montana","30","2012","2012","Renal failure","N17-N19",34,1005141,3.4,2.7
,"Census Region 4: West","CENS-R4","Montana","30","2013","2013","Other bacterial diseases","A30-A49",45,1015165,4.4,3.7
,"Census Region 4: West","CENS-R4","Montana","30","2013","2013","Renal failure","N17-N19",45,1015165,4.4,3.7
,"Census Region 4: West","CENS-R4","Montana","30","2014","2014","Other bacterial diseases","A30-A49",50,1023579,4.9,3.7
,"Census Region 4: West","CENS-R4","Montana","30","2014","2014","Renal failure","N17-N19",50,1023579,4.9,3.7
,"Census Region 4: West","CENS-R4","Montana","30","2015","2015","Other bacterial diseases","A30-A49",53,1032949,5.1,4.1
,"Census Region 4: West","CENS-R4","Montana","30","2015","2015","Renal failure","N17-N19",53,1032949,5.1,4.1
,"Census Region 4: West","CENS-R4","Montana","30","2016","2016","Other bacterial diseases","A30-A49",40,1042520,3.8,2.9
,"Census Region 4: West","CENS-R4","Montana","30","2016","2016","Renal failure","N17-N19",40,1042520,3.8,2.9
,"Census Region 4: West","CENS-R4","Montana","30","2017","2017","Other bacterial diseases","A30-A49",40,1050493,3.8,2.9
,"Census Region 4: West","CENS-R4","Montana","30","2017","2017","Renal failure","N17-N19",42,1050493,4.0,3.0
,"Census Region 4: West","CENS-R4","Nevada","32","2010","2010","Other bacterial diseases","A30-A49",121,2700551,4.5,4.9
,"Census Region 4: West","CENS-R4","Nevada","32","2010","2010","Renal failure","N17-N19",121,2700551,4.5,4.9
,"Census Region 4: West","CENS-R4","Nevada","32","2011","2011","Other bacterial diseases","A30-A49",143,2723322,5.3,5.3
,"Census Region 4: West","CENS-R4","Nevada","32","2011","2011","Renal failure","N17-N19",143,2723322,5.3,5.3
,"Census Region 4: West","CENS-R4","Nevada","32","2012","2012","Other bacterial diseases","A30-A49",112,2758931,4.1,4.2
,"Census Region 4: West","CENS-R4","Nevada","32","2012","2012","Renal failure","N17-N19",112,2758931,4.1,4.2
,"Census Region 4: West","CENS-R4","Nevada","32","2013","2013","Other bacterial diseases","A30-A49",105,2790136,3.8,3.7
