"Notes","Residence Census Region","Residence Census Region Code","Residence State","Residence State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 3: South","CENS-R3","District of Columbia","11","2024 (provisional)","2024","Renal failure","N17-N19",202,702250,28.8,29.0
,"Census Region 3: South","CENS-R3","District of Columbia","11","2025 (provisional and partial)","2025","Renal failure","N17-N19",192,702250,27.3,27.5
,"Census Region 3: South","CENS-R3","Florida","12","2018","2018","Renal failure","N17-N19",3259,21299325,15.3,10.1
,"Census Region 3: South","CENS-R3","Florida","12","2019","2019","Renal failure","N17-N19",3305,21477737,15.4,10.1
,"Census Region 3: South","CENS-R3","Florida","12","2020","2020","Renal failure","N17-N19",4042,21733312,18.6,12.0
,"Census Region 3: South","CENS-R3","Florida","12","2021","2021","Renal failure","N17-N19",7534,21781128,34.6,23.5
,"Census Region 3: South","CENS-R3","Florida","12","2022","2022","Renal failure","N17-N19",7979,22244823,35.9,23.1
,"Census Region 3: South","CENS-R3","Florida","12","2023","2023","Renal failure","N17-N19",7138,22610726,31.6,20.4
,"Census Region 3: South","CENS-R3","Florida","12","2024 (provisional)","2024","Renal failure","N17-N19",6806,23372215,29.1,18.7
,"Census Region 3: South","CENS-R3","Florida","12","2025 (provisional and partial)","2025","Renal failure","N17-N19",6974,23372215,29.8,19.2
,"Census Region 3: South","CENS-R3","Florida","12","2026 (provisional and partial)","2026","Renal failure","N17-N19",345,23372215,1.5,0.9
,"Census Region 3: South","CENS-R3","Georgia","13","2018","2018","Renal failure","N17-N19",1468,10519475,14.0,13.6
,"Census Region 3: South","CENS-R3","Georgia","13","2019","2019","Renal failure","N17-N19",1506,10617423,14.2,13.4
,"Census Region 3: South","CENS-R3","Georgia","13","2020","2020","Renal failure","N17-N19",2101,10710017,19.6,18.0
,"Census Region 3: South","CENS-R3","Georgia","13","2021","2021","Renal failure","N17-N19",3114,10799566,28.8,26.7
,"Census Region 3: South","CENS-R3","Georgia","13","2022","2022","Renal failure","N17-N19",3531,10912876,32.4,29.2
,"Census Region 3: South","CENS-R3","Georgia","13","2023","2023","Renal failure","N17-N19",3447,11029227,31.3,28.3
,"Census Region 3: South","CENS-R3","Georgia","13","2024 (provisional)","2024","Renal failure","N17-N19",3531,11180878,31.6,27.9
,"Census Region 3: South","CENS-R3","Georgia","13","2025 (provisional and partial)","2025","Renal failure","N17-N19",3366,11180878,30.1,26.6
,"Census Region 3: South","CENS-R3","Georgia","13","2026 (provisional and partial)","2026","Renal failure","N17-N19",147,11180878,1.3,1.1
,"Census Region 3: South","CENS-R3","Maryland","24","2018","2018","Renal failure","N17-N19",911,6042718,15.1,12.7
,"Census Region 3: South","CENS-R3","Maryland","24","2019","2019","Renal failure","N17-N19",1003,6045680,16.6,13.6
,"Census Region 3: South","CENS-R3","Maryland","24","2020","2020","Renal failure","N17-N19",1447,6055802,23.9,19.4
,"Census Region 3: South","CENS-R3","Maryland","24","2021","2021","Renal failure","N17-N19",1870,6165129,30.3,25.5
,"Census Region 3: South","CENS-R3","Maryland","24","2022","2022","Renal failure","N17-N19",2377,6164660,38.6,30.7
,"Census Region 3: South","CENS-R3","Maryland","24","2023","2023","Renal failure","N17-N19",2103,6180253,34.0,27.3
,"Census Region 3: South","CENS-R3","Maryland","24","2024 (provisional)","2024","Renal failure","N17-N19",2147,6263220,34.3,26.9
,"Census Region 3: South","CENS-R3","Maryland","24","2025 (provisional and partial)","2025","Renal failure","N17-N19",2220,6263220,35.4,27.8
,"Census Region 3: South","CENS-R3","Maryland","24","2026 (provisional and partial)","2026","Renal failure","N17-N19",139,6263220,2.2,1.7
,"Census Region 3: South","CENS-R3","North Carolina","37","2018","2018","Renal failure","N17-N19",2033,10383620,19.6,16.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2019","2019","Renal failure","N17-N19",2240,10488084,21.4,17.6
,"Census Region 3: South","CENS-R3","North Carolina","37","2020","2020","Renal failure","N17-N19",2779,10600823,26.2,21.2
,"Census Region 3: South","CENS-R3","North Carolina","37","2021","2021","Renal failure","N17-N19",4148,10551162,39.3,32.6
,"Census Region 3: South","CENS-R3","North Carolina","37","2022","2022","Renal failure","N17-N19",4250,10698973,39.7,32.1
,"Census Region 3: South","CENS-R3","North Carolina","37","2023","2023","Renal failure","N17-N19",3548,10835491,32.7,26.4
,"Census Region 3: South","CENS-R3","North Carolina","37","2024 (provisional)","2024","Renal failure","N17-N19",3426,11046024,31.0,24.6
,"Census Region 3: South","CENS-R3","North Carolina","37","2025 (provisional and partial)","2025","Renal failure","N17-N19",3539,11046024,32.0,25.4
,"Census Region 3: South","CENS-R3","North Carolina","37","2026 (provisional and partial)","2026","Renal failure","N17-N19",161,11046024,1.5,1.1
,"Census Region 3: South","CENS-R3","South Carolina","45","2018","2018","Renal failure","N17-N19",1359,5084127,26.7,21.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2019","2019","Renal failure","N17-N19",1337,5148714,26.0,20.6
,"Census Region 3: South","CENS-R3","South Carolina","45","2020","2020","Renal failure","N17-N19",1882,5218040,36.1,27.4
,"Census Region 3: South","CENS-R3","South Carolina","45","2021","2021","Renal failure","N17-N19",2878,5190705,55.4,44.1
,"Census Region 3: South","CENS-R3","South Carolina","45","2022","2022","Renal failure","N17-N19",3294,5282634,62.4,47.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2023","2023","Renal failure","N17-N19",2913,5373555,54.2,41.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2024 (provisional)","2024","Renal failure","N17-N19",2670,5478831,48.7,36.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2025 (provisional and partial)","2025","Renal failure","N17-N19",2681,5478831,48.9,36.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2026 (provisional and partial)","2026","Renal failure","N17-N19",156,5478831,2.8,2.1
,"Census Region 3: South","CENS-R3","Virginia","51","2018","2018","Renal failure","N17-N19",1372,8517685,16.1,13.8
,"Census Region 3: South","CENS-R3","Virginia","51","2019","2019","Renal failure","N17-N19",1396,8535519,16.4,13.7
,"Census Region 3: South","CENS-R3","Virginia","51","2020","2020","Renal failure","N17-N19",1856,8590563,21.6,17.9
,"Census Region 3: South","CENS-R3","Virginia","51","2021","2021","Renal failure","N17-N19",3050,8642274,35.3,29.9
,"Census Region 3: South","CENS-R3","Virginia","51","2022","2022","Renal failure","N17-N19",3039,8683619,35.0,28.4
,"Census Region 3: South","CENS-R3","Virginia","51","2023","2023","Renal failure","N17-N19",2406,8715698,27.6,22.3
,"Census Region 3: South","CENS-R3","Virginia","51","2024 (provisional)","2024","Renal failure","N17-N19",2498,8811195,28.4,22.6
,"Census Region 3: South","CENS-R3","Virginia","51","2025 (provisional and partial)","2025","Renal failure","N17-N19",2409,8811195,27.3,21.7
,"Census Region 3: South","CENS-R3","Virginia","51","2026 (provisional and partial)","2026","Renal failure","N17-N19",145,8811195,1.6,1.3
,"Census Region 3: South","CENS-R3","West Virginia","54","2018","2018","Renal failure","N17-N19",424,1805832,23.5,16.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2019","2019","Renal failure","N17-N19",425,1792147,23.7,16.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2020","2020","Renal failure","N17-N19",504,1784787,28.2,19.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2021","2021","Renal failure","N17-N19",1050,1782959,58.9,42.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2022","2022","Renal failure","N17-N19",1042,1775156,58.7,40.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2023","2023","Renal failure","N17-N19",763,1770071,43.1,29.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2024 (provisional)","2024","Renal failure","N17-N19",685,1769979,38.7,26.0
,"Census Region 3: South","CENS-R3","West Virginia","54","2025 (provisional and partial)","2025","Renal failure","N17-N19",658,1769979,37.2,24.5
,"Census Region 3: South","CENS-R3","West Virginia","54","2026 (provisional and partial)","2026","Renal failure","N17-N19",24,1769979,1.4,0.8
,"Census Region 3: South","CENS-R3","Alabama","01","2018","2018","Renal failure","N17-N19",906,4887871,18.5,15.0
,"Census Region 3: South","CENS-R3","Alabama","01","2019","2019","Renal failure","N17-N19",881,4903185,18.0,14.3
,"Census Region 3: South","CENS-R3","Alabama","01","2020","2020","Renal failure","N17-N19",1246,4921532,25.3,19.7
,"Census Region 3: South","CENS-R3","Alabama","01","2021","2021","Renal failure","N17-N19",1968,5039877,39.0,31.2
,"Census Region 3: South","CENS-R3","Alabama","01","2022","2022","Renal failure","N17-N19",2184,5074296,43.0,33.5
,"Census Region 3: South","CENS-R3","Alabama","01","2023","2023","Renal failure","N17-N19",2012,5108468,39.4,30.7
,"Census Region 3: South","CENS-R3","Alabama","01","2024 (provisional)","2024","Renal failure","N17-N19",1758,5157699,34.1,26.4
,"Census Region 3: South","CENS-R3","Alabama","01","2025 (provisional and partial)","2025","Renal failure","N17-N19",1697,5157699,32.9,25.2
,"Census Region 3: South","CENS-R3","Alabama","01","2026 (provisional and partial)","2026","Renal failure","N17-N19",86,5157699,1.7,1.3
,"Census Region 3: South","CENS-R3","Kentucky","21","2018","2018","Renal failure","N17-N19",1271,4468402,28.4,23.7
,"Census Region 3: South","CENS-R3","Kentucky","21","2019","2019","Renal failure","N17-N19",1289,4467673,28.9,23.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2020","2020","Renal failure","N17-N19",1545,4477251,34.5,27.7
,"Census Region 3: South","CENS-R3","Kentucky","21","2021","2021","Renal failure","N17-N19",2987,4509394,66.2,54.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2022","2022","Renal failure","N17-N19",3615,4512310,80.1,64.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2023","2023","Renal failure","N17-N19",3105,4526154,68.6,55.2
,"Census Region 3: South","CENS-R3","Kentucky","21","2024 (provisional)","2024","Renal failure","N17-N19",2937,4588372,64.0,50.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2025 (provisional and partial)","2025","Renal failure","N17-N19",2891,4588372,63.0,50.2
,"Census Region 3: South","CENS-R3","Kentucky","21","2026 (provisional and partial)","2026","Renal failure","N17-N19",122,4588372,2.7,2.1
,"Census Region 3: South","CENS-R3","Mississippi","28","2018","2018","Renal failure","N17-N19",717,2986530,24.0,20.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2019","2019","Renal failure","N17-N19",678,2976149,22.8,19.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2020","2020","Renal failure","N17-N19",1071,2966786,36.1,29.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2021","2021","Renal failure","N17-N19",1376,2949965,46.6,39.5
,"Census Region 3: South","CENS-R3","Mississippi","28","2022","2022","Renal failure","N17-N19",1419,2940057,48.3,39.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2023","2023","Renal failure","N17-N19",1115,2939690,37.9,30.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2024 (provisional)","2024","Renal failure","N17-N19",1139,2943045,38.7,30.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2025 (provisional and partial)","2025","Renal failure","N17-N19",1188,2943045,40.4,32.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2026 (provisional and partial)","2026","Renal failure","N17-N19",60,2943045,2.0,1.6
,"Census Region 3: South","CENS-R3","Tennessee","47","2018","2018","Renal failure","N17-N19",1506,6770010,22.2,18.5
,"Census Region 3: South","CENS-R3","Tennessee","47","2019","2019","Renal failure","N17-N19",1584,6829174,23.2,19.0
,"Census Region 3: South","CENS-R3","Tennessee","47","2020","2020","Renal failure","N17-N19",2108,6886834,30.6,24.8
,"Census Region 3: South","CENS-R3","Tennessee","47","2021","2021","Renal failure","N17-N19",3540,6975218,50.8,42.0
,"Census Region 3: South","CENS-R3","Tennessee","47","2022","2022","Renal failure","N17-N19",3763,7051339,53.4,43.1
,"Census Region 3: South","CENS-R3","Tennessee","47","2023","2023","Renal failure","N17-N19",3035,7126489,42.6,34.9
,"Census Region 3: South","CENS-R3","Tennessee","47","2024 (provisional)","2024","Renal failure","N17-N19",2887,7227750,39.9,32.3
,"Census Region 3: South","CENS-R3","Tennessee","47","2025 (provisional and partial)","2025","Renal failure","N17-N19",2728,7227750,37.7,30.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2026 (provisional and partial)","2026","Renal failure","N17-N19",146,7227750,2.0,1.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2018","2018","Renal failure","N17-N19",923,3013825,30.6,24.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2019","2019","Renal failure","N17-N19",933,3017804,30.9,24.5
,"Census Region 3: South","CENS-R3","Arkansas","05","2020","2020","Renal failure","N17-N19",1167,3030522,38.5,29.7
,"Census Region 3: South","CENS-R3","Arkansas","05","2021","2021","Renal failure","N17-N19",1519,3025891,50.2,40.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2022","2022","Renal failure","N17-N19",1660,3045637,54.5,42.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2023","2023","Renal failure","N17-N19",1476,3067732,48.1,37.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2024 (provisional)","2024","Renal failure","N17-N19",1456,3088354,47.1,36.4
,"Census Region 3: South","CENS-R3","Arkansas","05","2025 (provisional and partial)","2025","Renal failure","N17-N19",1428,3088354,46.2,35.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2026 (provisional and partial)","2026","Renal failure","N17-N19",57,3088354,1.8,1.4
,"Census Region 3: South","CENS-R3","Louisiana","22","2018","2018","Renal failure","N17-N19",719,4659978,15.4,13.2
,"Census Region 3: South","CENS-R3","Louisiana","22","2019","2019","Renal failure","N17-N19",669,4648794,14.4,12.4
,"Census Region 3: South","CENS-R3","Louisiana","22","2020","2020","Renal failure","N17-N19",1011,4645318,21.8,18.1
,"Census Region 3: South","CENS-R3","Louisiana","22","2021","2021","Renal failure","N17-N19",1362,4624047,29.5,25.2
,"Census Region 3: South","CENS-R3","Louisiana","22","2022","2022","Renal failure","N17-N19",1384,4590241,30.2,25.0
,"Census Region 3: South","CENS-R3","Louisiana","22","2023","2023","Renal failure","N17-N19",1209,4573749,26.4,21.7
,"Census Region 3: South","CENS-R3","Louisiana","22","2024 (provisional)","2024","Renal failure","N17-N19",1204,4597740,26.2,21.2
,"Census Region 3: South","CENS-R3","Louisiana","22","2025 (provisional and partial)","2025","Renal failure","N17-N19",1283,4597740,27.9,22.6
,"Census Region 3: South","CENS-R3","Louisiana","22","2026 (provisional and partial)","2026","Renal failure","N17-N19",36,4597740,0.8,0.7
,"Census Region 3: South","CENS-R3","Oklahoma","40","2018","2018","Renal failure","N17-N19",844,3943079,21.4,18.4
,"Census Region 3: South","CENS-R3","Oklahoma","40","2019","2019","Renal failure","N17-N19",766,3956971,19.4,16.3
,"Census Region 3: South","CENS-R3","Oklahoma","40","2020","2020","Renal failure","N17-N19",1147,3980783,28.8,24.0
,"Census Region 3: South","CENS-R3","Oklahoma","40","2021","2021","Renal failure","N17-N19",1568,3986639,39.3,34.0
,"Census Region 3: South","CENS-R3","Oklahoma","40","2022","2022","Renal failure","N17-N19",1770,4019800,44.0,37.2
,"Census Region 3: South","CENS-R3","Oklahoma","40","2023","2023","Renal failure","N17-N19",1296,4053824,32.0,27.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2024 (provisional)","2024","Renal failure","N17-N19",1285,4095393,31.4,26.4
,"Census Region 3: South","CENS-R3","Oklahoma","40","2025 (provisional and partial)","2025","Renal failure","N17-N19",1108,4095393,27.1,22.7
,"Census Region 3: South","CENS-R3","Oklahoma","40","2026 (provisional and partial)","2026","Renal failure","N17-N19",33,4095393,0.8,0.6
,"Census Region 3: South","CENS-R3","Texas","48","2018","2018","Renal failure","N17-N19",7851,28701845,27.4,28.3
,"Census Region 3: South","CENS-R3","Texas","48","2019","2019","Renal failure","N17-N19",7181,28995881,24.8,25.3
,"Census Region 3: South","CENS-R3","Texas","48","2020","2020","Renal failure","N17-N19",10493,29360759,35.7,35.5
,"Census Region 3: South","CENS-R3","Texas","48","2021","2021","Renal failure","N17-N19",13394,29527941,45.4,45.9
,"Census Region 3: South","CENS-R3","Texas","48","2022","2022","Renal failure","N17-N19",12565,30029572,41.8,41.8
,"Census Region 3: South","CENS-R3","Texas","48","2023","2023","Renal failure","N17-N19",11130,30503301,36.5,36.4
,"Census Region 3: South","CENS-R3","Texas","48","2024 (provisional)","2024","Renal failure","N17-N19",10668,31290831,34.1,33.5
,"Census Region 3: South","CENS-R3","Texas","48","2025 (provisional and partial)","2025","Renal failure","N17-N19",9896,31290831,31.6,31.1
,"Census Region 3: South","CENS-R3","Texas","48","2026 (provisional and partial)","2026","Renal failure","N17-N19",428,31290831,1.4,1.4
,"Census Region 4: West","CENS-R4","Arizona","04","2018","2018","Renal failure","N17-N19",1170,7171646,16.3,13.0
,"Census Region 4: West","CENS-R4","Arizona","04","2019","2019","Renal failure","N17-N19",1183,7278717,16.3,12.8
,"Census Region 4: West","CENS-R4","Arizona","04","2020","2020","Renal failure","N17-N19",1880,7421401,25.3,19.3
,"Census Region 4: West","CENS-R4","Arizona","04","2021","2021","Renal failure","N17-N19",2511,7276316,34.5,27.3
,"Census Region 4: West","CENS-R4","Arizona","04","2022","2022","Renal failure","N17-N19",2295,7359197,31.2,23.8
,"Census Region 4: West","CENS-R4","Arizona","04","2023","2023","Renal failure","N17-N19",1940,7431344,26.1,19.4
,"Census Region 4: West","CENS-R4","Arizona","04","2024 (provisional)","2024","Renal failure","N17-N19",2001,7582384,26.4,19.7
,"Census Region 4: West","CENS-R4","Arizona","04","2025 (provisional and partial)","2025","Renal failure","N17-N19",1902,7582384,25.1,18.6
,"Census Region 4: West","CENS-R4","Arizona","04","2026 (provisional and partial)","2026","Renal failure","N17-N19",90,7582384,1.2,0.8
,"Census Region 4: West","CENS-R4","Colorado","08","2018","2018","Renal failure","N17-N19",992,5695564,17.4,16.6
,"Census Region 4: West","CENS-R4","Colorado","08","2019","2019","Renal failure","N17-N19",870,5758736,15.1,14.2
,"Census Region 4: West","CENS-R4","Colorado","08","2020","2020","Renal failure","N17-N19",1266,5807719,21.8,20.0
,"Census Region 4: West","CENS-R4","Colorado","08","2021","2021","Renal failure","N17-N19",2270,5812069,39.1,36.2
,"Census Region 4: West","CENS-R4","Colorado","08","2022","2022","Renal failure","N17-N19",2572,5839926,44.0,39.5
,"Census Region 4: West","CENS-R4","Colorado","08","2023","2023","Renal failure","N17-N19",2271,5877610,38.6,34.6
,"Census Region 4: West","CENS-R4","Colorado","08","2024 (provisional)","2024","Renal failure","N17-N19",2265,5957493,38.0,33.2
,"Census Region 4: West","CENS-R4","Colorado","08","2025 (provisional and partial)","2025","Renal failure","N17-N19",2199,5957493,36.9,32.4
,"Census Region 4: West","CENS-R4","Colorado","08","2026 (provisional and partial)","2026","Renal failure","N17-N19",129,5957493,2.2,1.9
,"Census Region 4: West","CENS-R4","Idaho","16","2018","2018","Renal failure","N17-N19",253,1754208,14.4,12.7
,"Census Region 4: West","CENS-R4","Idaho","16","2019","2019","Renal failure","N17-N19",267,1787065,14.9,13.2
,"Census Region 4: West","CENS-R4","Idaho","16","2020","2020","Renal failure","N17-N19",336,1826913,18.4,15.4
,"Census Region 4: West","CENS-R4","Idaho","16","2021","2021","Renal failure","N17-N19",565,1900923,29.7,25.9
,"Census Region 4: West","CENS-R4","Idaho","16","2022","2022","Renal failure","N17-N19",585,1939033,30.2,25.4
,"Census Region 4: West","CENS-R4","Idaho","16","2023","2023","Renal failure","N17-N19",554,1964726,28.2,23.8
,"Census Region 4: West","CENS-R4","Idaho","16","2024 (provisional)","2024","Renal failure","N17-N19",506,2001619,25.3,21.0
,"Census Region 4: West","CENS-R4","Idaho","16","2025 (provisional and partial)","2025","Renal failure","N17-N19",476,2001619,23.8,19.5
,"Census Region 4: West","CENS-R4","Idaho","16","2026 (provisional and partial)","2026","Renal failure","N17-N19",30,2001619,1.5,1.3
,"Census Region 4: West","CENS-R4","Montana","30","2018","2018","Renal failure","N17-N19",199,1062305,18.7,13.7
,"Census Region 4: West","CENS-R4","Montana","30","2019","2019","Renal failure","N17-N19",198,1068778,18.5,14.1
,"Census Region 4: West","CENS-R4","Montana","30","2020","2020","Renal failure","N17-N19",280,1080577,25.9,19.7
,"Census Region 4: West","CENS-R4","Montana","30","2021","2021","Renal failure","N17-N19",510,1104271,46.2,36.0
,"Census Region 4: West","CENS-R4","Montana","30","2022","2022","Renal failure","N17-N19",511,1122867,45.5,33.9
,"Census Region 4: West","CENS-R4","Montana","30","2023","2023","Renal failure","N17-N19",407,1132812,35.9,26.8
,"Census Region 4: West","CENS-R4","Montana","30","2024 (provisional)","2024","Renal failure","N17-N19",402,1137233,35.3,25.9
,"Census Region 4: West","CENS-R4","Montana","30","2025 (provisional and partial)","2025","Renal failure","N17-N19",413,1137233,36.3,26.7
,"Census Region 4: West","CENS-R4","Montana","30","2026 (provisional and partial)","2026","Renal failure","N17-N19",29,1137233,2.6,2.0
,"Census Region 4: West","CENS-R4","Nevada","32","2018","2018","Renal failure","N17-N19",584,3034392,19.2,16.9
,"Census Region 4: West","CENS-R4","Nevada","32","2019","2019","Renal failure","N17-N19",519,3080156,16.8,14.7
,"Census Region 4: West","CENS-R4","Nevada","32","2020","2020","Renal failure","N17-N19",731,3138259,23.3,19.8
,"Census Region 4: West","CENS-R4","Nevada","32","2021","2021","Renal failure","N17-N19",1003,3143991,31.9,27.8
,"Census Region 4: West","CENS-R4","Nevada","32","2022","2022","Renal failure","N17-N19",1367,3177772,43.0,36.4
,"Census Region 4: West","CENS-R4","Nevada","32","2023","2023","Renal failure","N17-N19",1122,3194176,35.1,29.4
,"Census Region 4: West","CENS-R4","Nevada","32","2024 (provisional)","2024","Renal failure","N17-N19",1014,3267467,31.0,25.4
,"Census Region 4: West","CENS-R4","Nevada","32","2025 (provisional and partial)","2025","Renal failure","N17-N19",936,3267467,28.6,23.6
,"Census Region 4: West","CENS-R4","Nevada","32","2026 (provisional and partial)","2026","Renal failure","N17-N19",57,3267467,1.7,1.4
,"Census Region 4: West","CENS-R4","New Mexico","35","2018","2018","Renal failure","N17-N19",389,2095428,18.6,15.4
,"Census Region 4: West","CENS-R4","New Mexico","35","2019","2019","Renal failure","N17-N19",383,2096829,18.3,14.9
,"Census Region 4: West","CENS-R4","New Mexico","35","2020","2020","Renal failure","N17-N19",544,2106319,25.8,20.8
,"Census Region 4: West","CENS-R4","New Mexico","35","2021","2021","Renal failure","N17-N19",790,2115877,37.3,30.6
,"Census Region 4: West","CENS-R4","New Mexico","35","2022","2022","Renal failure","N17-N19",763,2113344,36.1,29.0
,"Census Region 4: West","CENS-R4","New Mexico","35","2023","2023","Renal failure","N17-N19",554,2114371,26.2,20.5
,"Census Region 4: West","CENS-R4","New Mexico","35","2024 (provisional)","2024","Renal failure","N17-N19",566,2130256,26.6,20.5
,"Census Region 4: West","CENS-R4","New Mexico","35","2025 (provisional and partial)","2025","Renal failure","N17-N19",541,2130256,25.4,19.8
,"Census Region 4: West","CENS-R4","New Mexico","35","2026 (provisional and partial)","2026","Renal failure","N17-N19",31,2130256,1.5,1.2
,"Census Region 4: West","CENS-R4","Utah","49","2018","2018","Renal failure","N17-N19",436,3161105,13.8,16.7
,"Census Region 4: West","CENS-R4","Utah","49","2019","2019","Renal failure","N17-N19",485,3205958,15.1,17.9
,"Census Region 4: West","CENS-R4","Utah","49","2020","2020","Renal failure","N17-N19",605,3249879,18.6,21.4
,"Census Region 4: West","CENS-R4","Utah","49","2021","2021","Renal failure","N17-N19",812,3337975,24.3,28.4
,"Census Region 4: West","CENS-R4","Utah","49","2022","2022","Renal failure","N17-N19",859,3380800,25.4,29.2
,"Census Region 4: West","CENS-R4","Utah","49","2023","2023","Renal failure","N17-N19",801,3417734,23.4,27.2
,"Census Region 4: West","CENS-R4","Utah","49","2024 (provisional)","2024","Renal failure","N17-N19",786,3503613,22.4,25.9
,"Census Region 4: West","CENS-R4","Utah","49","2025 (provisional and partial)","2025","Renal failure","N17-N19",630,3503613,18.0,20.6
,"Census Region 4: West","CENS-R4","Utah","49","2026 (provisional and partial)","2026","Renal failure","N17-N19",29,3503613,0.8,0.9
,"Census Region 4: West","CENS-R4","Wyoming","56","2018","2018","Renal failure","N17-N19",97,577737,16.8,14.3
,"Census Region 4: West","CENS-R4","Wyoming","56","2019","2019","Renal failure","N17-N19",114,578759,19.7,16.2
,"Census Region 4: West","CENS-R4","Wyoming","56","2020","2020","Renal failure","N17-N19",135,582328,23.2,18.6
,"Census Region 4: West","CENS-R4","Wyoming","56","2021","2021","Renal failure","N17-N19",252,578803,43.5,35.5
,"Census Region 4: West","CENS-R4","Wyoming","56","2022","2022","Renal failure","N17-N19",240,581381,41.3,32.9
,"Census Region 4: West","CENS-R4","Wyoming","56","2023","2023","Renal failure","N17-N19",251,584057,43.0,33.8
,"Census Region 4: West","CENS-R4","Wyoming","56","2024 (provisional)","2024","Renal failure","N17-N19",288,587618,49.0,37.6
,"Census Region 4: West","CENS-R4","Wyoming","56","2025 (provisional and partial)","2025","Renal failure","N17-N19",264,587618,44.9,35.3
,"Census Region 4: West","CENS-R4","Alaska","02","2018","2018","Renal failure","N17-N19",56,737438,7.6,8.8
,"Census Region 4: West","CENS-R4","Alaska","02","2019","2019","Renal failure","N17-N19",69,731545,9.4,11.3
,"Census Region 4: West","CENS-R4","Alaska","02","2020","2020","Renal failure","N17-N19",78,731158,10.7,11.6
,"Census Region 4: West","CENS-R4","Alaska","02","2021","2021","Renal failure","N17-N19",157,732673,21.4,22.8
,"Census Region 4: West","CENS-R4","Alaska","02","2022","2022","Renal failure","N17-N19",211,733583,28.8,31.7
,"Census Region 4: West","CENS-R4","Alaska","02","2023","2023","Renal failure","N17-N19",166,733406,22.6,23.7
,"Census Region 4: West","CENS-R4","Alaska","02","2024 (provisional)","2024","Renal failure","N17-N19",137,740133,18.5,19.0
,"Census Region 4: West","CENS-R4","Alaska","02","2025 (provisional and partial)","2025","Renal failure","N17-N19",151,740133,20.4,20.5
,"Census Region 4: West","CENS-R4","California","06","2018","2018","Renal failure","N17-N19",7291,39557045,18.4,16.5
,"Census Region 4: West","CENS-R4","California","06","2019","2019","Renal failure","N17-N19",7344,39512223,18.6,16.3
,"Census Region 4: West","CENS-R4","California","06","2020","2020","Renal failure","N17-N19",9505,39368078,24.1,20.8
,"Census Region 4: West","CENS-R4","California","06","2021","2021","Renal failure","N17-N19",14288,39237836,36.4,32.1
,"Census Region 4: West","CENS-R4","California","06","2022","2022","Renal failure","N17-N19",13494,39029342,34.6,29.3
,"Census Region 4: West","CENS-R4","California","06","2023","2023","Renal failure","N17-N19",12329,38965193,31.6,26.6
,"Census Region 4: West","CENS-R4","California","06","2024 (provisional)","2024","Renal failure","N17-N19",11960,39431263,30.3,25.1
,"Census Region 4: West","CENS-R4","California","06","2025 (provisional and partial)","2025","Renal failure","N17-N19",11568,39431263,29.3,24.3
,"Census Region 4: West","CENS-R4","California","06","2026 (provisional and partial)","2026","Renal failure","N17-N19",657,39431263,1.7,1.4
,"Census Region 4: West","CENS-R4","Hawaii","15","2018","2018","Renal failure","N17-N19",215,1420491,15.1,10.8
,"Census Region 4: West","CENS-R4","Hawaii","15","2019","2019","Renal failure","N17-N19",211,1415872,14.9,10.9
,"Census Region 4: West","CENS-R4","Hawaii","15","2020","2020","Renal failure","N17-N19",230,1407006,16.3,11.3
,"Census Region 4: West","CENS-R4","Hawaii","15","2021","2021","Renal failure","N17-N19",335,1441553,23.2,16.7
,"Census Region 4: West","CENS-R4","Hawaii","15","2022","2022","Renal failure","N17-N19",351,1440196,24.4,16.9
