"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"2024","2024","Other bacterial diseases","A30-A49","45-49 years","45-49",824,20294049,4.1,3.8,4.3
,"2024","2024","Other bacterial diseases","A30-A49","50-54 years","50-54",1231,20486307,6.0,5.7,6.3
,"2024","2024","Other bacterial diseases","A30-A49","55-59 years","55-59",1933,20359928,9.5,9.1,9.9
,"2024","2024","Other bacterial diseases","A30-A49","60-64 years ","60-64",3139,21301797,14.7,14.2,15.3
,"2024","2024","Other bacterial diseases","A30-A49","65-69 years","65-69",4158,19489471,21.3,20.7,22.0
,"2024","2024","Other bacterial diseases","A30-A49","70-74 years","70-74",4682,15955491,29.3,28.5,30.2
,"2024","2024","Other bacterial diseases","A30-A49","75-79 years","75-79",5366,11993326,44.7,43.5,45.9
,"2024","2024","Other bacterial diseases","A30-A49","80-84 years","80-84",4988,7306487,68.3,66.4,70.2
,"2024","2024","Other bacterial diseases","A30-A49","85-89 years","85-89",3833,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Other bacterial diseases","A30-A49","90-94 years","90-94",2290,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Other bacterial diseases","A30-A49","95-99 years","95-99",816,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Other bacterial diseases","A30-A49","100+ years","100+",157,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2024","2024","Other bacterial diseases","A30-A49",,,34877,340110988,10.3,10.1,10.4
,"2024","2024","Renal failure","N17-N19","< 1 year","1",28,3615598,0.8,0.5,1.1
,"2024","2024","Renal failure","N17-N19","1-4 years","1-4",11,14983716,0.1,0.0,0.1
,"2024","2024","Renal failure","N17-N19","10-14 years","10-14",11,20901154,0.1,0.0,0.1
,"2024","2024","Renal failure","N17-N19","15-19 years","15-19",18,22375825,0.1,0.0,0.1
,"2024","2024","Renal failure","N17-N19","20-24 years","20-24",51,22421936,0.2,0.2,0.3
,"2024","2024","Renal failure","N17-N19","25-29 years","25-29",124,22459876,0.6,0.5,0.6
,"2024","2024","Renal failure","N17-N19","30-34 years","30-34",281,23993988,1.2,1.0,1.3
,"2024","2024","Renal failure","N17-N19","35-39 years","35-39",389,23170072,1.7,1.5,1.8
,"2024","2024","Renal failure","N17-N19","40-44 years","40-44",559,22369152,2.5,2.3,2.7
,"2024","2024","Renal failure","N17-N19","45-49 years","45-49",838,20294049,4.1,3.8,4.4
,"2024","2024","Renal failure","N17-N19","50-54 years","50-54",1253,20486307,6.1,5.8,6.5
,"2024","2024","Renal failure","N17-N19","55-59 years","55-59",1957,20359928,9.6,9.2,10.0
,"2024","2024","Renal failure","N17-N19","60-64 years ","60-64",3193,21301797,15.0,14.5,15.5
,"2024","2024","Renal failure","N17-N19","65-69 years","65-69",4204,19489471,21.6,20.9,22.2
,"2024","2024","Renal failure","N17-N19","70-74 years","70-74",4760,15955491,29.8,29.0,30.7
,"2024","2024","Renal failure","N17-N19","75-79 years","75-79",5446,11993326,45.4,44.2,46.6
,"2024","2024","Renal failure","N17-N19","80-84 years","80-84",5064,7306487,69.3,67.4,71.2
,"2024","2024","Renal failure","N17-N19","85-89 years","85-89",3899,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Renal failure","N17-N19","90-94 years","90-94",2321,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Renal failure","N17-N19","95-99 years","95-99",827,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2024","2024","Renal failure","N17-N19","100+ years","100+",160,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2024","2024","Renal failure","N17-N19",,,35404,340110988,10.4,10.3,10.5
"Total","2024","2024",,,,,70281,340110988,20.7,20.5,20.8
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","< 1 year","1",23,3615598,0.6,0.4,1.0
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","10-14 years","10-14",11,20901154,0.1,0.0,0.1
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","15-19 years","15-19",32,22375825,0.1,0.1,0.2
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","20-24 years","20-24",48,22421936,0.2,0.2,0.3
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","25-29 years","25-29",120,22459876,0.5,0.4,0.6
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","30-34 years","30-34",230,23993988,1.0,0.8,1.1
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","35-39 years","35-39",385,23170072,1.7,1.5,1.8
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","40-44 years","40-44",582,22369152,2.6,2.4,2.8
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","45-49 years","45-49",810,20294049,4.0,3.7,4.3
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","50-54 years","50-54",1189,20486307,5.8,5.5,6.1
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","55-59 years","55-59",1806,20359928,8.9,8.5,9.3
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","60-64 years ","60-64",2994,21301797,14.1,13.6,14.6
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","65-69 years","65-69",4077,19489471,20.9,20.3,21.6
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","70-74 years","70-74",4877,15955491,30.6,29.7,31.4
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","75-79 years","75-79",5547,11993326,46.3,45.0,47.5
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","80-84 years","80-84",4973,7306487,68.1,66.2,70.0
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","85-89 years","85-89",3788,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","90-94 years","90-94",2232,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","95-99 years","95-99",820,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Other bacterial diseases","A30-A49","100+ years","100+",142,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2025 (provisional)","2025","Other bacterial diseases","A30-A49",,,34696,340110988,10.2,10.1,10.3
,"2025 (provisional)","2025","Renal failure","N17-N19","< 1 year","1",23,3615598,0.6,0.4,1.0
,"2025 (provisional)","2025","Renal failure","N17-N19","10-14 years","10-14",11,20901154,0.1,0.0,0.1
,"2025 (provisional)","2025","Renal failure","N17-N19","15-19 years","15-19",34,22375825,0.2,0.1,0.2
,"2025 (provisional)","2025","Renal failure","N17-N19","20-24 years","20-24",48,22421936,0.2,0.2,0.3
,"2025 (provisional)","2025","Renal failure","N17-N19","25-29 years","25-29",123,22459876,0.5,0.5,0.6
,"2025 (provisional)","2025","Renal failure","N17-N19","30-34 years","30-34",233,23993988,1.0,0.8,1.1
,"2025 (provisional)","2025","Renal failure","N17-N19","35-39 years","35-39",390,23170072,1.7,1.5,1.9
,"2025 (provisional)","2025","Renal failure","N17-N19","40-44 years","40-44",588,22369152,2.6,2.4,2.8
,"2025 (provisional)","2025","Renal failure","N17-N19","45-49 years","45-49",819,20294049,4.0,3.8,4.3
,"2025 (provisional)","2025","Renal failure","N17-N19","50-54 years","50-54",1206,20486307,5.9,5.6,6.2
,"2025 (provisional)","2025","Renal failure","N17-N19","55-59 years","55-59",1831,20359928,9.0,8.6,9.4
,"2025 (provisional)","2025","Renal failure","N17-N19","60-64 years ","60-64",3037,21301797,14.3,13.7,14.8
,"2025 (provisional)","2025","Renal failure","N17-N19","65-69 years","65-69",4136,19489471,21.2,20.6,21.9
,"2025 (provisional)","2025","Renal failure","N17-N19","70-74 years","70-74",4954,15955491,31.0,30.2,31.9
,"2025 (provisional)","2025","Renal failure","N17-N19","75-79 years","75-79",5620,11993326,46.9,45.6,48.1
,"2025 (provisional)","2025","Renal failure","N17-N19","80-84 years","80-84",5030,7306487,68.8,66.9,70.7
,"2025 (provisional)","2025","Renal failure","N17-N19","85-89 years","85-89",3848,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Renal failure","N17-N19","90-94 years","90-94",2262,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Renal failure","N17-N19","95-99 years","95-99",832,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2025 (provisional)","2025","Renal failure","N17-N19","100+ years","100+",145,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2025 (provisional)","2025","Renal failure","N17-N19",,,35180,340110988,10.3,10.2,10.5
"Total","2025 (provisional)","2025",,,,,69876,340110988,20.5,20.4,20.7
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","20-24 years","20-24",11,22421936,0.0,0.0,0.1
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","30-34 years","30-34",16,23993988,0.1,0.0,0.1
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","35-39 years","35-39",34,23170072,0.1,0.1,0.2
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","40-44 years","40-44",64,22369152,0.3,0.2,0.4
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","45-49 years","45-49",87,20294049,0.4,0.3,0.5
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","50-54 years","50-54",99,20486307,0.5,0.4,0.6
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","55-59 years","55-59",202,20359928,1.0,0.9,1.1
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","60-64 years ","60-64",297,21301797,1.4,1.2,1.6
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","65-69 years","65-69",468,19489471,2.4,2.2,2.6
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","70-74 years","70-74",554,15955491,3.5,3.2,3.8
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","75-79 years","75-79",651,11993326,5.4,5.0,5.8
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","80-84 years","80-84",592,7306487,8.1,7.4,8.8
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","85-89 years","85-89",487,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","90-94 years","90-94",275,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","95-99 years","95-99",105,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49","100+ years","100+",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",,,3985,340110988,1.2,1.1,1.2
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","20-24 years","20-24",11,22421936,0.0,0.0,0.1
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","30-34 years","30-34",16,23993988,0.1,0.0,0.1
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","35-39 years","35-39",34,23170072,0.1,0.1,0.2
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","40-44 years","40-44",66,22369152,0.3,0.2,0.4
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","45-49 years","45-49",87,20294049,0.4,0.3,0.5
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","50-54 years","50-54",99,20486307,0.5,0.4,0.6
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","55-59 years","55-59",204,20359928,1.0,0.9,1.1
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","60-64 years ","60-64",300,21301797,1.4,1.2,1.6
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","65-69 years","65-69",472,19489471,2.4,2.2,2.6
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","70-74 years","70-74",563,15955491,3.5,3.2,3.8
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","75-79 years","75-79",662,11993326,5.5,5.1,5.9
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","80-84 years","80-84",599,7306487,8.2,7.5,8.9
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","85-89 years","85-89",494,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","90-94 years","90-94",279,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","95-99 years","95-99",107,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","100+ years","100+",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","2026 (provisional and partial)","2026","Renal failure","N17-N19",,,4036,340110988,1.2,1.2,1.2
"Total","2026 (provisional and partial)","2026",,,,,8021,340110988,2.4,2.3,2.4
"Total",,,,,,,493661,3005320241,16.4,16.4,16.5
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"MCD - ICD-10 Codes: AND"
"MCD - ICD-10 Codes: A40.0 (Septicaemia due to streptococcus, group A); A40.1 (Septicaemia due to streptococcus, group B); A40.2"
"(Septicaemia due to streptococcus, group D); A40.3 (Septicaemia due to Streptococcus pneumoniae); A40.8 (Other streptococcal"
"septicaemia); A40.9 (Streptococcal septicaemia, unspecified); A41.0 (Septicaemia due to Staphylococcus aureus); A41.1"
"(Septicaemia due to other specified staphylococcus); A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia"
"due to Haemophilus influenzae); A41.4 (Septicaemia due to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms);"
"A41.8 (Other specified septicaemia); A41.9 (Septicaemia, unspecified)"
"Group By: Year; MCD - ICD Sub-Chapter; Five-Year Age Groups"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Feb 27, 2026 1:45:49 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2024,"
"and from provisional data for years 2025 and later, as compiled from data provided by the 57 vital statistics jurisdictions"
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Feb 27, 2026"
"1:45:49 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Ages 85-100."
"2. These items in the results table are not fully selected: Other bacterial diseases, Renal failure. The Query Description lists"
"the actual values selected."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"5. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Confidence-Intervals."
"6. The population estimates for years 2022 - 2026 are from separate series of estimates based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). Each subsequent series of estimates adjusts the methodology. The"
"population figures for years 2024 and later are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 26, 2025. The population figures for year 2023 are single-race estimates"
"of the July 1 resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The"
"population figures for year 2022 are single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal"
"series released by the Census Bureau on June 22, 2023. The population figures for year 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are"
"subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full"
"processing and review and therefore should not be considered final for statistical purposes. Caution should be used in"
"interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"9. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"10. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022."
"11. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"12. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"13. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified"
"as external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes"
"T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate"
"completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,"
"the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or"
"T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999."
"14. Deaths occurring through February 14, 2026 as of February 22, 2026."
