"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2016","2016","Other bacterial diseases","A30-A49","< 1 year","1",18,3970145,Unreliable
,"2016","2016","Other bacterial diseases","A30-A49","15-19 years","15-19",15,21129999,Unreliable
,"2016","2016","Other bacterial diseases","A30-A49","20-24 years","20-24",47,22381028,0.2
,"2016","2016","Other bacterial diseases","A30-A49","25-29 years","25-29",59,22890884,0.3
,"2016","2016","Other bacterial diseases","A30-A49","30-34 years","30-34",103,21786359,0.5
,"2016","2016","Other bacterial diseases","A30-A49","35-39 years","35-39",163,20773905,0.8
,"2016","2016","Other bacterial diseases","A30-A49","40-44 years","40-44",259,19696251,1.3
,"2016","2016","Other bacterial diseases","A30-A49","45-49 years","45-49",446,20947623,2.1
,"2016","2016","Other bacterial diseases","A30-A49","50-54 years","50-54",780,21839056,3.6
,"2016","2016","Other bacterial diseases","A30-A49","55-59 years","55-59",1249,21980108,5.7
,"2016","2016","Other bacterial diseases","A30-A49","60-64 years ","60-64",1644,19483036,8.4
,"2016","2016","Other bacterial diseases","A30-A49","65-69 years","65-69",2000,16820083,11.9
,"2016","2016","Other bacterial diseases","A30-A49","70-74 years","70-74",2057,11810247,17.4
,"2016","2016","Other bacterial diseases","A30-A49","75-79 years","75-79",2270,8367895,27.1
,"2016","2016","Other bacterial diseases","A30-A49","80-84 years","80-84",2421,5865639,41.3
,"2016","2016","Other bacterial diseases","A30-A49","85-89 years","85-89",2261,Not Applicable,Not Applicable
,"2016","2016","Other bacterial diseases","A30-A49","90-94 years","90-94",1593,Not Applicable,Not Applicable
,"2016","2016","Other bacterial diseases","A30-A49","95-99 years","95-99",506,Not Applicable,Not Applicable
,"2016","2016","Other bacterial diseases","A30-A49","100+ years","100+",69,Not Applicable,Not Applicable
"Total","2016","2016","Other bacterial diseases","A30-A49",,,17972,323127513,5.6
,"2016","2016","Renal failure","N17-N19","< 1 year","1",18,3970145,Unreliable
,"2016","2016","Renal failure","N17-N19","15-19 years","15-19",15,21129999,Unreliable
,"2016","2016","Renal failure","N17-N19","20-24 years","20-24",48,22381028,0.2
