"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"2018","2018","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",520,4147521,12.5,11.5,13.6,16.0,14.6,17.5
,"2018","2018","Renal failure","N17-N19","Asian","A",1818,19330600,9.4,9.0,9.8,9.9,9.5,10.4
,"2018","2018","Renal failure","N17-N19","Black or African American","2054-5",7920,43804319,18.1,17.7,18.5,20.0,19.6,20.5
,"2018","2018","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",98,799418,12.3,10.0,14.9,16.9,13.6,20.9
,"2018","2018","Renal failure","N17-N19","White","2106-3",52645,250139096,21.0,20.9,21.2,15.8,15.7,16.0
,"2018","2018","Renal failure","N17-N19","More than one race","M",294,8946480,3.3,2.9,3.7,7.3,6.4,8.2
"Total","2018","2018","Renal failure","N17-N19",,,63295,327167434,19.3,19.2,19.5,16.0,15.8,16.1
"Total","2018","2018",,,,,63295,327167434,19.3,19.2,19.5,16.0,15.8,16.1
,"2019","2019","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",539,4188092,12.9,11.8,14.0,16.2,14.8,17.7
,"2019","2019","Renal failure","N17-N19","Asian","A",1790,19504862,9.2,8.8,9.6,9.3,8.9,9.8
,"2019","2019","Renal failure","N17-N19","Black or African American","2054-5",8027,44075086,18.2,17.8,18.6,19.7,19.3,20.2
,"2019","2019","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",103,806937,12.8,10.3,15.2,16.5,13.3,20.3
,"2019","2019","Renal failure","N17-N19","White","2106-3",51192,250522190,20.4,20.3,20.6,15.2,15.0,15.3
,"2019","2019","Renal failure","N17-N19","More than one race","M",311,9142356,3.4,3.0,3.8,7.3,6.5,8.2
"Total","2019","2019","Renal failure","N17-N19",,,61962,328239523,18.9,18.7,19.0,15.3,15.2,15.5
"Total","2019","2019",,,,,61962,328239523,18.9,18.7,19.0,15.3,15.2,15.5
,"2020","2020","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",866,4292990,20.2,18.8,21.5,24.4,22.8,26.2
,"2020","2020","Renal failure","N17-N19","Asian","A",2581,20012278,12.9,12.4,13.4,12.7,12.2,13.2
,"2020","2020","Renal failure","N17-N19","Black or African American","2054-5",12423,44531112,27.9,27.4,28.4,29.5,29.0,30.0
,"2020","2020","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",190,843693,22.5,19.3,25.7,28.3,24.2,32.9
,"2020","2020","Renal failure","N17-N19","White","2106-3",65979,250309724,26.4,26.2,26.6,19.3,19.2,19.5
,"2020","2020","Renal failure","N17-N19","More than one race","M",440,9494326,4.6,4.2,5.1,9.7,8.8,10.7
"Total","2020","2020","Renal failure","N17-N19",,,82479,329484123,25.0,24.9,25.2,20.0,19.9,20.2
"Total","2020","2020",,,,,82479,329484123,25.0,24.9,25.2,20.0,19.9,20.2
,"2021","2021","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",1300,4367540,29.8,28.1,31.4,34.4,32.5,36.4
,"2021","2021","Renal failure","N17-N19","Asian","A",3579,20350483,17.6,17.0,18.2,17.3,16.7,17.9
,"2021","2021","Renal failure","N17-N19","Black or African American","2054-5",16850,45060857,37.4,36.8,38.0,39.6,39.0,40.3
,"2021","2021","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",307,863043,35.6,31.6,39.6,42.0,37.3,47.2
,"2021","2021","Renal failure","N17-N19","White","2106-3",95732,251461611,38.1,37.8,38.3,29.0,28.8,29.2
,"2021","2021","Renal failure","N17-N19","More than one race","M",684,9790211,7.0,6.5,7.5,14.2,13.1,15.4
"Total","2021","2021","Renal failure","N17-N19",,,118452,331893745,35.7,35.5,35.9,29.5,29.3,29.6
"Total","2021","2021",,,,,118452,331893745,35.7,35.5,35.9,29.5,29.3,29.6
,"2022","2022","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",1271,4382234,29.0,27.4,30.6,33.5,31.6,35.5
,"2022","2022","Renal failure","N17-N19","Asian","A",3829,20953941,18.3,17.7,18.9,17.5,16.9,18.1
,"2022","2022","Renal failure","N17-N19","Black or African American","2054-5",17944,45399743,39.5,38.9,40.1,41.6,41.0,42.2
,"2022","2022","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",270,878808,30.7,27.1,34.4,35.7,31.4,40.4
,"2022","2022","Renal failure","N17-N19","White","2106-3",105607,251602174,42.0,41.7,42.2,30.6,30.4,30.8
,"2022","2022","Renal failure","N17-N19","More than one race","M",706,10070657,7.0,6.5,7.5,13.6,12.6,14.7
"Total","2022","2022","Renal failure","N17-N19",,,129627,333287557,38.9,38.7,39.1,30.9,30.7,31.1
"Total","2022","2022",,,,,129627,333287557,38.9,38.7,39.1,30.9,30.7,31.1
,"2023","2023","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",1012,4486417,22.6,21.2,23.9,25.7,24.1,27.4
,"2023","2023","Renal failure","N17-N19","Asian","A",3537,21386914,16.5,16.0,17.1,15.6,15.1,16.1
,"2023","2023","Renal failure","N17-N19","Black or African American","2054-5",15774,45757433,34.5,33.9,35.0,35.9,35.3,36.5
,"2023","2023","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",256,899815,28.5,25.0,31.9,33.7,29.6,38.3
,"2023","2023","Renal failure","N17-N19","White","2106-3",92804,252065704,36.8,36.6,37.1,26.8,26.6,27.0
,"2023","2023","Renal failure","N17-N19","More than one race","M",679,10318612,6.6,6.1,7.1,12.9,11.9,14.0
"Total","2023","2023","Renal failure","N17-N19",,,114062,334914895,34.1,33.9,34.3,27.1,26.9,27.2
"Total","2023","2023",,,,,114062,334914895,34.1,33.9,34.3,27.1,26.9,27.2
,"2024","2024","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",1004,4743298,21.2,19.9,22.5,24.1,22.6,25.7
,"2024","2024","Renal failure","N17-N19","Asian","A",3547,22825008,15.5,15.0,16.1,14.6,14.1,15.1
,"2024","2024","Renal failure","N17-N19","Black or African American","2054-5",15511,46608846,33.3,32.8,33.8,33.9,33.3,34.4
,"2024","2024","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",256,939712,27.2,23.9,30.6,31.3,27.5,35.5
,"2024","2024","Renal failure","N17-N19","White","2106-3",90214,254281598,35.5,35.2,35.7,25.4,25.3,25.6
,"2024","2024","Renal failure","N17-N19","More than one race","M",701,10712526,6.5,6.1,7.0,12.4,11.5,13.4
"Total","2024","2024","Renal failure","N17-N19",,,111233,340110988,32.7,32.5,32.9,25.6,25.5,25.8
"Total","2024","2024",,,,,111233,340110988,32.7,32.5,32.9,25.6,25.5,25.8
,"2025 (provisional)","2025","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",886,4743298,18.7,17.4,19.9,21.4,20.0,22.9
,"2025 (provisional)","2025","Renal failure","N17-N19","Asian","A",3586,22825008,15.7,15.2,16.2,14.8,14.3,15.3
,"2025 (provisional)","2025","Renal failure","N17-N19","Black or African American","2054-5",15377,46608846,33.0,32.5,33.5,33.7,33.1,34.2
,"2025 (provisional)","2025","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",274,939712,29.2,25.7,32.6,33.9,29.9,38.3
,"2025 (provisional)","2025","Renal failure","N17-N19","White","2106-3",88905,254281598,35.0,34.7,35.2,25.0,24.8,25.2
,"2025 (provisional)","2025","Renal failure","N17-N19","More than one race","M",628,10712526,5.9,5.4,6.3,11.1,10.2,12.0
"Total","2025 (provisional)","2025","Renal failure","N17-N19",,,109656,340110988,32.2,32.1,32.4,25.2,25.1,25.4
"Total","2025 (provisional)","2025",,,,,109656,340110988,32.2,32.1,32.4,25.2,25.1,25.4
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","American Indian or Alaska Native","1002-5",99,4743298,2.1,1.7,2.5,2.4,1.9,2.9
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","Asian","A",451,22825008,2.0,1.8,2.2,1.9,1.7,2.1
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","Black or African American","2054-5",1707,46608846,3.7,3.5,3.8,3.8,3.6,4.0
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","Native Hawaiian or Other Pacific Islander","NHOPI",20,939712,2.1,1.3,3.3,2.4,1.5,3.9
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","White","2106-3",10561,254281598,4.2,4.1,4.2,2.9,2.9,3.0
,"2026 (provisional and partial)","2026","Renal failure","N17-N19","More than one race","M",55,10712526,0.5,0.4,0.7,0.9,0.7,1.2
"Total","2026 (provisional and partial)","2026","Renal failure","N17-N19",,,12893,340110988,3.8,3.7,3.9,3.0,2.9,3.0
"Total","2026 (provisional and partial)","2026",,,,,12893,340110988,3.8,3.7,3.9,3.0,2.9,3.0
"Total",,,,,,,803659,3005320241,26.7,26.7,26.8,21.4,21.3,21.4
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"Group By: Year; MCD - ICD Sub-Chapter; Single Race 6"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Feb 26, 2026 5:17:48 PM"
